policy_id,period,premium_due,premium_paid,on_time_flag
POL-002930,2026-01-01,230.71,230.71,1
POL-002930,2026-02-01,230.71,230.71,1
POL-002930,2026-03-01,230.71,230.71,1
POL-002930,2026-04-01,230.71,0.0,0
POL-002930,2026-05-01,230.71,0.0,0
POL-002930,2026-06-01,230.71,230.71,1
POL-002931,2026-01-01,65.17,65.17,1
POL-002931,2026-02-01,65.17,65.17,1
POL-002931,2026-03-01,65.17,65.17,1
POL-002931,2026-04-01,65.17,65.17,1
POL-002931,2026-05-01,65.17,65.17,1
POL-002931,2026-06-01,65.17,65.17,1
POL-002932,2026-01-01,68.04,68.04,1
POL-002932,2026-02-01,68.04,68.04,1
POL-002932,2026-03-01,68.04,68.04,1
POL-002932,2026-04-01,68.04,68.04,1
POL-002932,2026-05-01,68.04,68.04,1
POL-002932,2026-06-01,68.04,68.04,1
POL-002933,2026-01-01,69.69,69.69,1
POL-002933,2026-02-01,69.69,69.69,1
POL-002933,2026-03-01,69.69,69.69,1
POL-002933,2026-04-01,69.69,0.0,0
POL-002933,2026-05-01,69.69,69.69,1
POL-002933,2026-06-01,69.69,69.69,1
POL-002934,2026-01-01,512.62,0.0,0
POL-002934,2026-02-01,512.62,512.62,1
POL-002934,2026-03-01,512.62,512.62,1
POL-002934,2026-04-01,512.62,512.62,1
POL-002934,2026-05-01,512.62,512.62,1
POL-002934,2026-06-01,512.62,512.62,1
POL-002935,2026-01-01,63.57,63.57,1
POL-002935,2026-02-01,63.57,0.0,0
POL-002935,2026-03-01,63.57,63.57,1
POL-002935,2026-04-01,63.57,63.57,1
POL-002935,2026-05-01,63.57,63.57,1
POL-002935,2026-06-01,63.57,0.0,0
POL-002936,2026-01-01,144.21,144.21,1
POL-002936,2026-02-01,144.21,144.21,1
POL-002936,2026-03-01,144.21,144.21,1
POL-002936,2026-04-01,144.21,144.21,1
POL-002936,2026-05-01,144.21,144.21,1
POL-002936,2026-06-01,144.21,144.21,1
POL-002937,2026-01-01,58.22,58.22,1
POL-002937,2026-02-01,58.22,0.0,0
POL-002937,2026-03-01,58.22,58.22,1
POL-002937,2026-04-01,58.22,58.22,1
POL-002937,2026-05-01,58.22,58.22,1
POL-002937,2026-06-01,58.22,58.22,1
POL-002938,2026-01-01,141.48,141.48,1
POL-002938,2026-02-01,141.48,141.48,1
POL-002938,2026-03-01,141.48,141.48,1
POL-002938,2026-04-01,141.48,141.48,1
POL-002938,2026-05-01,141.48,0.0,0
POL-002938,2026-06-01,141.48,141.48,1
POL-002939,2026-01-01,151.73,151.73,1
POL-002939,2026-02-01,151.73,151.73,1
POL-002939,2026-03-01,151.73,151.73,1
POL-002939,2026-04-01,151.73,151.73,1
POL-002939,2026-05-01,151.73,151.73,1
POL-002939,2026-06-01,151.73,151.73,1
POL-002940,2026-01-01,120.59,120.59,1
POL-002940,2026-02-01,120.59,120.59,1
POL-002940,2026-03-01,120.59,120.59,1
POL-002940,2026-04-01,120.59,120.59,1
POL-002940,2026-05-01,120.59,120.59,1
POL-002940,2026-06-01,120.59,120.59,1
POL-002941,2026-01-01,76.26,76.26,1
POL-002941,2026-02-01,76.26,76.26,1
POL-002941,2026-03-01,76.26,76.26,1
POL-002941,2026-04-01,76.26,0.0,0
POL-002941,2026-05-01,76.26,0.0,0
POL-002941,2026-06-01,76.26,76.26,1
POL-002942,2026-01-01,155.08,155.08,1
POL-002942,2026-02-01,155.08,155.08,1
POL-002942,2026-03-01,155.08,0.0,0
POL-002942,2026-04-01,155.08,155.08,1
POL-002942,2026-05-01,155.08,155.08,1
POL-002942,2026-06-01,155.08,155.08,1
POL-002943,2026-01-01,63.16,0.0,0
POL-002943,2026-02-01,63.16,0.0,0
POL-002943,2026-03-01,63.16,63.16,1
POL-002943,2026-04-01,63.16,63.16,1
POL-002943,2026-05-01,63.16,63.16,1
POL-002943,2026-06-01,63.16,63.16,1
POL-002944,2026-01-01,147.17,0.0,0
POL-002944,2026-02-01,147.17,147.17,1
POL-002944,2026-03-01,147.17,147.17,1
POL-002944,2026-04-01,147.17,147.17,1
POL-002944,2026-05-01,147.17,147.17,1
POL-002944,2026-06-01,147.17,147.17,1
POL-002945,2026-01-01,234.32,234.32,1
POL-002945,2026-02-01,234.32,234.32,1
POL-002945,2026-03-01,234.32,234.32,1
POL-002945,2026-04-01,234.32,234.32,1
POL-002945,2026-05-01,234.32,234.32,1
POL-002945,2026-06-01,234.32,234.32,1
POL-002946,2026-01-01,138.83,138.83,1
POL-002946,2026-02-01,138.83,138.83,1
POL-002946,2026-03-01,138.83,0.0,0
POL-002946,2026-04-01,138.83,138.83,1
POL-002946,2026-05-01,138.83,138.83,1
POL-002946,2026-06-01,138.83,138.83,1
POL-002947,2026-01-01,61.81,0.0,0
POL-002947,2026-02-01,61.81,61.81,1
POL-002947,2026-03-01,61.81,61.81,1
POL-002947,2026-04-01,61.81,61.81,1
POL-002947,2026-05-01,61.81,0.0,0
POL-002947,2026-06-01,61.81,0.0,0
POL-002948,2026-01-01,221.29,221.29,1
POL-002948,2026-02-01,221.29,221.29,1
POL-002948,2026-03-01,221.29,221.29,1
POL-002948,2026-04-01,221.29,221.29,1
POL-002948,2026-05-01,221.29,221.29,1
POL-002948,2026-06-01,221.29,221.29,1
POL-002949,2026-01-01,125.36,125.36,1
POL-002949,2026-02-01,125.36,125.36,1
POL-002949,2026-03-01,125.36,125.36,1
POL-002949,2026-04-01,125.36,125.36,1
POL-002949,2026-05-01,125.36,125.36,1
POL-002949,2026-06-01,125.36,125.36,1
POL-002950,2026-01-01,115.83,115.83,1
POL-002950,2026-02-01,115.83,115.83,1
POL-002950,2026-03-01,115.83,115.83,1
POL-002950,2026-04-01,115.83,115.83,1
POL-002950,2026-05-01,115.83,115.83,1
POL-002950,2026-06-01,115.83,115.83,1
POL-002951,2026-01-01,63.32,63.32,1
POL-002951,2026-02-01,63.32,63.32,1
POL-002951,2026-03-01,63.32,63.32,1
POL-002951,2026-04-01,63.32,63.32,1
POL-002951,2026-05-01,63.32,0.0,0
POL-002951,2026-06-01,63.32,63.32,1
POL-002952,2026-01-01,2471.48,2471.48,1
POL-002952,2026-02-01,2471.48,2471.48,1
POL-002952,2026-03-01,2471.48,2471.48,1
POL-002952,2026-04-01,2471.48,2471.48,1
POL-002952,2026-05-01,2471.48,2471.48,1
POL-002952,2026-06-01,2471.48,2471.48,1
POL-002953,2026-01-01,124.3,124.3,1
POL-002953,2026-02-01,124.3,124.3,1
POL-002953,2026-03-01,124.3,124.3,1
POL-002953,2026-04-01,124.3,124.3,1
POL-002953,2026-05-01,124.3,124.3,1
POL-002953,2026-06-01,124.3,124.3,1
POL-002954,2026-01-01,120.97,120.97,1
POL-002954,2026-02-01,120.97,120.97,1
POL-002954,2026-03-01,120.97,120.97,1
POL-002954,2026-04-01,120.97,120.97,1
POL-002954,2026-05-01,120.97,120.97,1
POL-002954,2026-06-01,120.97,120.97,1
POL-002955,2026-01-01,69.94,69.94,1
POL-002955,2026-02-01,69.94,69.94,1
POL-002955,2026-03-01,69.94,69.94,1
POL-002955,2026-04-01,69.94,69.94,1
POL-002955,2026-05-01,69.94,0.0,0
POL-002955,2026-06-01,69.94,69.94,1
POL-002956,2026-01-01,214.81,214.81,1
POL-002956,2026-02-01,214.81,214.81,1
POL-002956,2026-03-01,214.81,214.81,1
POL-002956,2026-04-01,214.81,214.81,1
POL-002956,2026-05-01,214.81,214.81,1
POL-002956,2026-06-01,214.81,214.81,1
POL-002957,2026-01-01,68.42,68.42,1
POL-002957,2026-02-01,68.42,68.42,1
POL-002957,2026-03-01,68.42,0.0,0
POL-002957,2026-04-01,68.42,68.42,1
POL-002957,2026-05-01,68.42,68.42,1
POL-002957,2026-06-01,68.42,68.42,1
POL-002958,2026-01-01,262.88,262.88,1
POL-002958,2026-02-01,262.88,262.88,1
POL-002958,2026-03-01,262.88,262.88,1
POL-002958,2026-04-01,262.88,262.88,1
POL-002958,2026-05-01,262.88,262.88,1
POL-002958,2026-06-01,262.88,262.88,1
POL-002959,2026-01-01,62.94,62.94,1
POL-002959,2026-02-01,62.94,62.94,1
POL-002959,2026-03-01,62.94,62.94,1
POL-002959,2026-04-01,62.94,62.94,1
POL-002959,2026-05-01,62.94,62.94,1
POL-002959,2026-06-01,62.94,62.94,1
POL-002960,2026-01-01,69.61,69.61,1
POL-002960,2026-02-01,69.61,69.61,1
POL-002960,2026-03-01,69.61,69.61,1
POL-002960,2026-04-01,69.61,69.61,1
POL-002960,2026-05-01,69.61,69.61,1
POL-002960,2026-06-01,69.61,69.61,1
POL-002961,2026-01-01,240.72,240.72,1
POL-002961,2026-02-01,240.72,0.0,0
POL-002961,2026-03-01,240.72,0.0,0
POL-002961,2026-04-01,240.72,240.72,1
POL-002961,2026-05-01,240.72,0.0,0
POL-002961,2026-06-01,240.72,240.72,1
POL-002962,2026-01-01,137.98,137.98,1
POL-002962,2026-02-01,137.98,137.98,1
POL-002962,2026-03-01,137.98,137.98,1
POL-002962,2026-04-01,137.98,137.98,1
POL-002962,2026-05-01,137.98,137.98,1
POL-002962,2026-06-01,137.98,137.98,1
POL-002963,2026-01-01,66.21,66.21,1
POL-002963,2026-02-01,66.21,66.21,1
POL-002963,2026-03-01,66.21,66.21,1
POL-002963,2026-04-01,66.21,66.21,1
POL-002963,2026-05-01,66.21,66.21,1
POL-002963,2026-06-01,66.21,0.0,0
POL-002964,2026-01-01,415.71,415.71,1
POL-002964,2026-02-01,415.71,415.71,1
POL-002964,2026-03-01,415.71,415.71,1
POL-002964,2026-04-01,415.71,415.71,1
POL-002964,2026-05-01,415.71,415.71,1
POL-002964,2026-06-01,415.71,415.71,1
POL-002965,2026-01-01,1978.67,0.0,0
POL-002965,2026-02-01,1978.67,1978.67,1
POL-002965,2026-03-01,1978.67,0.0,0
POL-002965,2026-04-01,1978.67,1978.67,1
POL-002965,2026-05-01,1978.67,0.0,0
POL-002965,2026-06-01,1978.67,0.0,0
POL-002966,2026-01-01,127.8,0.0,0
POL-002966,2026-02-01,127.8,0.0,0
POL-002966,2026-03-01,127.8,0.0,0
POL-002966,2026-04-01,127.8,127.8,1
POL-002966,2026-05-01,127.8,0.0,0
POL-002966,2026-06-01,127.8,127.8,1
POL-002967,2026-01-01,192.65,0.0,0
POL-002967,2026-02-01,192.65,0.0,0
POL-002967,2026-03-01,192.65,192.65,1
POL-002967,2026-04-01,192.65,192.65,1
POL-002967,2026-05-01,192.65,0.0,0
POL-002967,2026-06-01,192.65,192.65,1
POL-002968,2026-01-01,155.76,155.76,1
POL-002968,2026-02-01,155.76,155.76,1
POL-002968,2026-03-01,155.76,155.76,1
POL-002968,2026-04-01,155.76,155.76,1
POL-002968,2026-05-01,155.76,155.76,1
POL-002968,2026-06-01,155.76,155.76,1
POL-002969,2026-01-01,259.95,259.95,1
POL-002969,2026-02-01,259.95,259.95,1
POL-002969,2026-03-01,259.95,259.95,1
POL-002969,2026-04-01,259.95,259.95,1
POL-002969,2026-05-01,259.95,259.95,1
POL-002969,2026-06-01,259.95,259.95,1
POL-002970,2026-01-01,205.56,205.56,1
POL-002970,2026-02-01,205.56,205.56,1
POL-002970,2026-03-01,205.56,205.56,1
POL-002970,2026-04-01,205.56,0.0,0
POL-002970,2026-05-01,205.56,0.0,0
POL-002970,2026-06-01,205.56,205.56,1
POL-002971,2026-01-01,216.75,216.75,1
POL-002971,2026-02-01,216.75,216.75,1
POL-002971,2026-03-01,216.75,216.75,1
POL-002971,2026-04-01,216.75,216.75,1
POL-002971,2026-05-01,216.75,216.75,1
POL-002971,2026-06-01,216.75,216.75,1
POL-002972,2026-01-01,120.5,120.5,1
POL-002972,2026-02-01,120.5,120.5,1
POL-002972,2026-03-01,120.5,120.5,1
POL-002972,2026-04-01,120.5,120.5,1
POL-002972,2026-05-01,120.5,120.5,1
POL-002972,2026-06-01,120.5,120.5,1
POL-002973,2026-01-01,64.02,64.02,1
POL-002973,2026-02-01,64.02,64.02,1
POL-002973,2026-03-01,64.02,64.02,1
POL-002973,2026-04-01,64.02,64.02,1
POL-002973,2026-05-01,64.02,64.02,1
POL-002973,2026-06-01,64.02,64.02,1
POL-002974,2026-01-01,165.74,165.74,1
POL-002974,2026-02-01,165.74,165.74,1
POL-002974,2026-03-01,165.74,0.0,0
POL-002974,2026-04-01,165.74,165.74,1
POL-002974,2026-05-01,165.74,165.74,1
POL-002974,2026-06-01,165.74,165.74,1
POL-002975,2026-01-01,213.84,213.84,1
POL-002975,2026-02-01,213.84,213.84,1
POL-002975,2026-03-01,213.84,213.84,1
POL-002975,2026-04-01,213.84,213.84,1
POL-002975,2026-05-01,213.84,213.84,1
POL-002975,2026-06-01,213.84,213.84,1
POL-002976,2026-01-01,253.89,253.89,1
POL-002976,2026-02-01,253.89,253.89,1
POL-002976,2026-03-01,253.89,253.89,1
POL-002976,2026-04-01,253.89,253.89,1
POL-002976,2026-05-01,253.89,0.0,0
POL-002976,2026-06-01,253.89,253.89,1
POL-002977,2026-01-01,69.52,69.52,1
POL-002977,2026-02-01,69.52,0.0,0
POL-002977,2026-03-01,69.52,69.52,1
POL-002977,2026-04-01,69.52,69.52,1
POL-002977,2026-05-01,69.52,69.52,1
POL-002977,2026-06-01,69.52,69.52,1
POL-002978,2026-01-01,127.49,127.49,1
POL-002978,2026-02-01,127.49,127.49,1
POL-002978,2026-03-01,127.49,0.0,0
POL-002978,2026-04-01,127.49,127.49,1
POL-002978,2026-05-01,127.49,127.49,1
POL-002978,2026-06-01,127.49,0.0,0
POL-002979,2026-01-01,215.05,215.05,1
POL-002979,2026-02-01,215.05,215.05,1
POL-002979,2026-03-01,215.05,215.05,1
POL-002979,2026-04-01,215.05,0.0,0
POL-002979,2026-05-01,215.05,215.05,1
POL-002979,2026-06-01,215.05,215.05,1
POL-002980,2026-01-01,71.22,71.22,1
POL-002980,2026-02-01,71.22,0.0,0
POL-002980,2026-03-01,71.22,0.0,0
POL-002980,2026-04-01,71.22,0.0,0
POL-002980,2026-05-01,71.22,71.22,1
POL-002980,2026-06-01,71.22,0.0,0
POL-002981,2026-01-01,1054.65,1054.65,1
POL-002981,2026-02-01,1054.65,1054.65,1
POL-002981,2026-03-01,1054.65,1054.65,1
POL-002981,2026-04-01,1054.65,1054.65,1
POL-002981,2026-05-01,1054.65,1054.65,1
POL-002981,2026-06-01,1054.65,1054.65,1
POL-002982,2026-01-01,117.4,117.4,1
POL-002982,2026-02-01,117.4,117.4,1
POL-002982,2026-03-01,117.4,117.4,1
POL-002982,2026-04-01,117.4,117.4,1
POL-002982,2026-05-01,117.4,0.0,0
POL-002982,2026-06-01,117.4,117.4,1
POL-002983,2026-01-01,503.88,503.88,1
POL-002983,2026-02-01,503.88,503.88,1
POL-002983,2026-03-01,503.88,503.88,1
POL-002983,2026-04-01,503.88,503.88,1
POL-002983,2026-05-01,503.88,503.88,1
POL-002983,2026-06-01,503.88,503.88,1
POL-002984,2026-01-01,158.27,158.27,1
POL-002984,2026-02-01,158.27,158.27,1
POL-002984,2026-03-01,158.27,0.0,0
POL-002984,2026-04-01,158.27,158.27,1
POL-002984,2026-05-01,158.27,0.0,0
POL-002984,2026-06-01,158.27,0.0,0
POL-002985,2026-01-01,157.23,157.23,1
POL-002985,2026-02-01,157.23,157.23,1
POL-002985,2026-03-01,157.23,157.23,1
POL-002985,2026-04-01,157.23,157.23,1
POL-002985,2026-05-01,157.23,157.23,1
POL-002985,2026-06-01,157.23,157.23,1
POL-002986,2026-01-01,2308.31,2308.31,1
POL-002986,2026-02-01,2308.31,2308.31,1
POL-002986,2026-03-01,2308.31,2308.31,1
POL-002986,2026-04-01,2308.31,2308.31,1
POL-002986,2026-05-01,2308.31,2308.31,1
POL-002986,2026-06-01,2308.31,2308.31,1
POL-002987,2026-01-01,245.27,245.27,1
POL-002987,2026-02-01,245.27,245.27,1
POL-002987,2026-03-01,245.27,245.27,1
POL-002987,2026-04-01,245.27,0.0,0
POL-002987,2026-05-01,245.27,0.0,0
POL-002987,2026-06-01,245.27,245.27,1
POL-002988,2026-01-01,69.0,69.0,1
POL-002988,2026-02-01,69.0,69.0,1
POL-002988,2026-03-01,69.0,69.0,1
POL-002988,2026-04-01,69.0,69.0,1
POL-002988,2026-05-01,69.0,69.0,1
POL-002988,2026-06-01,69.0,69.0,1
POL-002989,2026-01-01,1338.71,1338.71,1
POL-002989,2026-02-01,1338.71,1338.71,1
POL-002989,2026-03-01,1338.71,0.0,0
POL-002989,2026-04-01,1338.71,0.0,0
POL-002989,2026-05-01,1338.71,1338.71,1
POL-002989,2026-06-01,1338.71,0.0,0
POL-002990,2026-01-01,150.18,150.18,1
POL-002990,2026-02-01,150.18,0.0,0
POL-002990,2026-03-01,150.18,0.0,0
POL-002990,2026-04-01,150.18,150.18,1
POL-002990,2026-05-01,150.18,150.18,1
POL-002990,2026-06-01,150.18,150.18,1
POL-002991,2026-01-01,240.65,240.65,1
POL-002991,2026-02-01,240.65,240.65,1
POL-002991,2026-03-01,240.65,240.65,1
POL-002991,2026-04-01,240.65,240.65,1
POL-002991,2026-05-01,240.65,240.65,1
POL-002991,2026-06-01,240.65,240.65,1
POL-002992,2026-01-01,58.89,58.89,1
POL-002992,2026-02-01,58.89,58.89,1
POL-002992,2026-03-01,58.89,58.89,1
POL-002992,2026-04-01,58.89,0.0,0
POL-002992,2026-05-01,58.89,58.89,1
POL-002992,2026-06-01,58.89,58.89,1
POL-002993,2026-01-01,490.77,490.77,1
POL-002993,2026-02-01,490.77,0.0,0
POL-002993,2026-03-01,490.77,490.77,1
POL-002993,2026-04-01,490.77,490.77,1
POL-002993,2026-05-01,490.77,490.77,1
POL-002993,2026-06-01,490.77,490.77,1
POL-002994,2026-01-01,1359.76,1359.76,1
POL-002994,2026-02-01,1359.76,1359.76,1
POL-002994,2026-03-01,1359.76,1359.76,1
POL-002994,2026-04-01,1359.76,1359.76,1
POL-002994,2026-05-01,1359.76,1359.76,1
POL-002994,2026-06-01,1359.76,1359.76,1
POL-002995,2026-01-01,146.43,146.43,1
POL-002995,2026-02-01,146.43,146.43,1
POL-002995,2026-03-01,146.43,146.43,1
POL-002995,2026-04-01,146.43,146.43,1
POL-002995,2026-05-01,146.43,146.43,1
POL-002995,2026-06-01,146.43,146.43,1
POL-002996,2026-01-01,58.83,58.83,1
POL-002996,2026-02-01,58.83,58.83,1
POL-002996,2026-03-01,58.83,0.0,0
POL-002996,2026-04-01,58.83,58.83,1
POL-002996,2026-05-01,58.83,58.83,1
POL-002996,2026-06-01,58.83,0.0,0
POL-002997,2026-01-01,233.45,233.45,1
POL-002997,2026-02-01,233.45,233.45,1
POL-002997,2026-03-01,233.45,233.45,1
POL-002997,2026-04-01,233.45,233.45,1
POL-002997,2026-05-01,233.45,233.45,1
POL-002997,2026-06-01,233.45,233.45,1
POL-002998,2026-01-01,61.1,61.1,1
POL-002998,2026-02-01,61.1,61.1,1
POL-002998,2026-03-01,61.1,61.1,1
POL-002998,2026-04-01,61.1,61.1,1
POL-002998,2026-05-01,61.1,61.1,1
POL-002998,2026-06-01,61.1,61.1,1
POL-002999,2026-01-01,148.97,148.97,1
POL-002999,2026-02-01,148.97,0.0,0
POL-002999,2026-03-01,148.97,148.97,1
POL-002999,2026-04-01,148.97,148.97,1
POL-002999,2026-05-01,148.97,148.97,1
POL-002999,2026-06-01,148.97,148.97,1
POL-003000,2026-01-01,261.97,261.97,1
POL-003000,2026-02-01,261.97,261.97,1
POL-003000,2026-03-01,261.97,261.97,1
POL-003000,2026-04-01,261.97,261.97,1
POL-003000,2026-05-01,261.97,261.97,1
POL-003000,2026-06-01,261.97,261.97,1
POL-003001,2026-01-01,68.26,68.26,1
POL-003001,2026-02-01,68.26,68.26,1
POL-003001,2026-03-01,68.26,68.26,1
POL-003001,2026-04-01,68.26,68.26,1
POL-003001,2026-05-01,68.26,68.26,1
POL-003001,2026-06-01,68.26,0.0,0
POL-003002,2026-01-01,1058.69,1058.69,1
POL-003002,2026-02-01,1058.69,0.0,0
POL-003002,2026-03-01,1058.69,1058.69,1
POL-003002,2026-04-01,1058.69,1058.69,1
POL-003002,2026-05-01,1058.69,1058.69,1
POL-003002,2026-06-01,1058.69,1058.69,1
POL-003003,2026-01-01,201.93,0.0,0
POL-003003,2026-02-01,201.93,201.93,1
POL-003003,2026-03-01,201.93,201.93,1
POL-003003,2026-04-01,201.93,201.93,1
POL-003003,2026-05-01,201.93,201.93,1
POL-003003,2026-06-01,201.93,201.93,1
POL-003004,2026-01-01,150.54,150.54,1
POL-003004,2026-02-01,150.54,150.54,1
POL-003004,2026-03-01,150.54,150.54,1
POL-003004,2026-04-01,150.54,0.0,0
POL-003004,2026-05-01,150.54,150.54,1
POL-003004,2026-06-01,150.54,150.54,1
POL-003005,2026-01-01,115.86,0.0,0
POL-003005,2026-02-01,115.86,115.86,1
POL-003005,2026-03-01,115.86,115.86,1
POL-003005,2026-04-01,115.86,115.86,1
POL-003005,2026-05-01,115.86,0.0,0
POL-003005,2026-06-01,115.86,115.86,1
POL-003006,2026-01-01,456.33,456.33,1
POL-003006,2026-02-01,456.33,456.33,1
POL-003006,2026-03-01,456.33,456.33,1
POL-003006,2026-04-01,456.33,456.33,1
POL-003006,2026-05-01,456.33,456.33,1
POL-003006,2026-06-01,456.33,456.33,1
POL-003007,2026-01-01,136.25,136.25,1
POL-003007,2026-02-01,136.25,136.25,1
POL-003007,2026-03-01,136.25,136.25,1
POL-003007,2026-04-01,136.25,0.0,0
POL-003007,2026-05-01,136.25,136.25,1
POL-003007,2026-06-01,136.25,136.25,1
POL-003008,2026-01-01,2010.59,2010.59,1
POL-003008,2026-02-01,2010.59,0.0,0
POL-003008,2026-03-01,2010.59,2010.59,1
POL-003008,2026-04-01,2010.59,2010.59,1
POL-003008,2026-05-01,2010.59,0.0,0
POL-003008,2026-06-01,2010.59,0.0,0
POL-003009,2026-01-01,70.56,70.56,1
POL-003009,2026-02-01,70.56,70.56,1
POL-003009,2026-03-01,70.56,70.56,1
POL-003009,2026-04-01,70.56,70.56,1
POL-003009,2026-05-01,70.56,70.56,1
POL-003009,2026-06-01,70.56,70.56,1
POL-003010,2026-01-01,62.35,62.35,1
POL-003010,2026-02-01,62.35,0.0,0
POL-003010,2026-03-01,62.35,62.35,1
POL-003010,2026-04-01,62.35,62.35,1
POL-003010,2026-05-01,62.35,62.35,1
POL-003010,2026-06-01,62.35,0.0,0
POL-003011,2026-01-01,133.09,133.09,1
POL-003011,2026-02-01,133.09,133.09,1
POL-003011,2026-03-01,133.09,0.0,0
POL-003011,2026-04-01,133.09,133.09,1
POL-003011,2026-05-01,133.09,133.09,1
POL-003011,2026-06-01,133.09,0.0,0
POL-003012,2026-01-01,78.6,78.6,1
POL-003012,2026-02-01,78.6,78.6,1
POL-003012,2026-03-01,78.6,78.6,1
POL-003012,2026-04-01,78.6,78.6,1
POL-003012,2026-05-01,78.6,78.6,1
POL-003012,2026-06-01,78.6,78.6,1
POL-003013,2026-01-01,164.26,0.0,0
POL-003013,2026-02-01,164.26,164.26,1
POL-003013,2026-03-01,164.26,164.26,1
POL-003013,2026-04-01,164.26,164.26,1
POL-003013,2026-05-01,164.26,164.26,1
POL-003013,2026-06-01,164.26,164.26,1
POL-003014,2026-01-01,117.77,117.77,1
POL-003014,2026-02-01,117.77,117.77,1
POL-003014,2026-03-01,117.77,117.77,1
POL-003014,2026-04-01,117.77,117.77,1
POL-003014,2026-05-01,117.77,117.77,1
POL-003014,2026-06-01,117.77,117.77,1
POL-003015,2026-01-01,60.16,60.16,1
POL-003015,2026-02-01,60.16,0.0,0
POL-003015,2026-03-01,60.16,60.16,1
POL-003015,2026-04-01,60.16,60.16,1
POL-003015,2026-05-01,60.16,60.16,1
POL-003015,2026-06-01,60.16,0.0,0
POL-003016,2026-01-01,57.99,57.99,1
POL-003016,2026-02-01,57.99,0.0,0
POL-003016,2026-03-01,57.99,57.99,1
POL-003016,2026-04-01,57.99,57.99,1
POL-003016,2026-05-01,57.99,57.99,1
POL-003016,2026-06-01,57.99,57.99,1
POL-003017,2026-01-01,64.12,64.12,1
POL-003017,2026-02-01,64.12,64.12,1
POL-003017,2026-03-01,64.12,64.12,1
POL-003017,2026-04-01,64.12,64.12,1
POL-003017,2026-05-01,64.12,64.12,1
POL-003017,2026-06-01,64.12,64.12,1
POL-003018,2026-01-01,64.75,0.0,0
POL-003018,2026-02-01,64.75,64.75,1
POL-003018,2026-03-01,64.75,64.75,1
POL-003018,2026-04-01,64.75,64.75,1
POL-003018,2026-05-01,64.75,64.75,1
POL-003018,2026-06-01,64.75,64.75,1
POL-003019,2026-01-01,76.26,0.0,0
POL-003019,2026-02-01,76.26,0.0,0
POL-003019,2026-03-01,76.26,76.26,1
POL-003019,2026-04-01,76.26,0.0,0
POL-003019,2026-05-01,76.26,0.0,0
POL-003019,2026-06-01,76.26,76.26,1
POL-003020,2026-01-01,64.83,64.83,1
POL-003020,2026-02-01,64.83,64.83,1
POL-003020,2026-03-01,64.83,64.83,1
POL-003020,2026-04-01,64.83,64.83,1
POL-003020,2026-05-01,64.83,64.83,1
POL-003020,2026-06-01,64.83,64.83,1
POL-003021,2026-01-01,1141.17,0.0,0
POL-003021,2026-02-01,1141.17,0.0,0
POL-003021,2026-03-01,1141.17,0.0,0
POL-003021,2026-04-01,1141.17,1141.17,1
POL-003021,2026-05-01,1141.17,1141.17,1
POL-003021,2026-06-01,1141.17,1141.17,1
POL-003022,2026-01-01,71.37,71.37,1
POL-003022,2026-02-01,71.37,71.37,1
POL-003022,2026-03-01,71.37,71.37,1
POL-003022,2026-04-01,71.37,71.37,1
POL-003022,2026-05-01,71.37,71.37,1
POL-003022,2026-06-01,71.37,0.0,0
POL-003023,2026-01-01,63.94,63.94,1
POL-003023,2026-02-01,63.94,63.94,1
POL-003023,2026-03-01,63.94,63.94,1
POL-003023,2026-04-01,63.94,63.94,1
POL-003023,2026-05-01,63.94,0.0,0
POL-003023,2026-06-01,63.94,63.94,1
POL-003024,2026-01-01,1338.33,1338.33,1
POL-003024,2026-02-01,1338.33,1338.33,1
POL-003024,2026-03-01,1338.33,0.0,0
POL-003024,2026-04-01,1338.33,1338.33,1
POL-003024,2026-05-01,1338.33,1338.33,1
POL-003024,2026-06-01,1338.33,1338.33,1
POL-003025,2026-01-01,453.9,453.9,1
POL-003025,2026-02-01,453.9,0.0,0
POL-003025,2026-03-01,453.9,453.9,1
POL-003025,2026-04-01,453.9,453.9,1
POL-003025,2026-05-01,453.9,453.9,1
POL-003025,2026-06-01,453.9,453.9,1
POL-003026,2026-01-01,62.33,0.0,0
POL-003026,2026-02-01,62.33,62.33,1
POL-003026,2026-03-01,62.33,62.33,1
POL-003026,2026-04-01,62.33,62.33,1
POL-003026,2026-05-01,62.33,0.0,0
POL-003026,2026-06-01,62.33,0.0,0
POL-003027,2026-01-01,405.85,405.85,1
POL-003027,2026-02-01,405.85,405.85,1
POL-003027,2026-03-01,405.85,405.85,1
POL-003027,2026-04-01,405.85,405.85,1
POL-003027,2026-05-01,405.85,405.85,1
POL-003027,2026-06-01,405.85,405.85,1
POL-003028,2026-01-01,456.2,0.0,0
POL-003028,2026-02-01,456.2,456.2,1
POL-003028,2026-03-01,456.2,456.2,1
POL-003028,2026-04-01,456.2,456.2,1
POL-003028,2026-05-01,456.2,456.2,1
POL-003028,2026-06-01,456.2,0.0,0
POL-003029,2026-01-01,240.15,240.15,1
POL-003029,2026-02-01,240.15,240.15,1
POL-003029,2026-03-01,240.15,240.15,1
POL-003029,2026-04-01,240.15,240.15,1
POL-003029,2026-05-01,240.15,240.15,1
POL-003029,2026-06-01,240.15,240.15,1
POL-003030,2026-01-01,221.45,221.45,1
POL-003030,2026-02-01,221.45,221.45,1
POL-003030,2026-03-01,221.45,221.45,1
