client_id,month,active_dayz,recharge_dayz
CLI-001556,2026-05-01,14,10
CLI-001556,2026-06-01,18,11
CLI-001557,2026-01-01,8,6
CLI-001557,2026-02-01,9,6
CLI-001557,2026-03-01,12,6
CLI-001557,2026-04-01,8,5
CLI-001557,2026-05-01,4,2
CLI-001557,2026-06-01,5,4
CLI-001559,2026-01-01,20,14
CLI-001559,2026-02-01,20,12
CLI-001559,2026-03-01,19,13
CLI-001559,2026-04-01,16,13
CLI-001559,2026-05-01,20,13
CLI-001559,2026-06-01,16,8
CLI-001560,2026-01-01,15,8
CLI-001560,2026-02-01,14,7
CLI-001560,2026-03-01,11,7
CLI-001560,2026-04-01,11,6
CLI-001560,2026-05-01,9,6
CLI-001560,2026-06-01,16,11
CLI-001561,2026-01-01,13,8
CLI-001561,2026-02-01,12,10
CLI-001561,2026-03-01,13,9
CLI-001561,2026-04-01,11,7
CLI-001561,2026-05-01,15,9
CLI-001561,2026-06-01,11,9
CLI-001562,2026-01-01,10,6
CLI-001562,2026-02-01,16,10
CLI-001562,2026-03-01,14,9
CLI-001562,2026-04-01,15,8
CLI-001562,2026-05-01,17,9
CLI-001562,2026-06-01,16,8
CLI-001564,2026-01-01,16,11
CLI-001564,2026-02-01,16,9
CLI-001564,2026-03-01,20,11
CLI-001564,2026-04-01,21,10
CLI-001564,2026-05-01,18,11
CLI-001564,2026-06-01,17,12
CLI-001565,2026-01-01,17,13
CLI-001565,2026-02-01,20,13
CLI-001565,2026-03-01,18,14
CLI-001565,2026-04-01,14,8
CLI-001565,2026-05-01,13,10
CLI-001565,2026-06-01,13,10
CLI-001566,2026-01-01,11,5
CLI-001566,2026-02-01,13,6
CLI-001566,2026-03-01,11,6
CLI-001566,2026-04-01,12,9
CLI-001566,2026-05-01,6,5
CLI-001566,2026-06-01,12,8
CLI-001568,2026-01-01,16,8
CLI-001568,2026-02-01,13,11
CLI-001568,2026-03-01,13,10
CLI-001568,2026-04-01,14,8
CLI-001568,2026-05-01,12,8
CLI-001568,2026-06-01,13,7
CLI-001569,2026-01-01,8,6
CLI-001569,2026-02-01,8,6
CLI-001569,2026-03-01,8,6
CLI-001569,2026-04-01,5,3
CLI-001569,2026-05-01,8,6
CLI-001569,2026-06-01,5,2
CLI-001570,2026-01-01,9,6
CLI-001570,2026-02-01,8,4
CLI-001570,2026-03-01,8,7
CLI-001570,2026-04-01,8,4
CLI-001570,2026-05-01,9,4
CLI-001570,2026-06-01,8,6
CLI-001571,2026-01-01,16,11
CLI-001571,2026-02-01,13,7
CLI-001571,2026-03-01,9,5
CLI-001571,2026-04-01,12,6
CLI-001571,2026-05-01,7,3
CLI-001571,2026-06-01,9,7
CLI-001572,2026-01-01,14,12
CLI-001572,2026-02-01,12,9
CLI-001572,2026-03-01,9,7
CLI-001572,2026-04-01,13,11
CLI-001572,2026-05-01,10,7
CLI-001572,2026-06-01,8,7
CLI-001573,2026-01-01,12,9
CLI-001573,2026-02-01,8,6
CLI-001573,2026-03-01,15,7
CLI-001573,2026-04-01,14,8
CLI-001573,2026-05-01,12,6
CLI-001573,2026-06-01,11,6
CLI-001576,2026-01-01,17,11
CLI-001576,2026-02-01,14,10
CLI-001576,2026-03-01,18,14
CLI-001576,2026-04-01,18,11
CLI-001576,2026-05-01,14,11
CLI-001576,2026-06-01,19,14
CLI-001579,2026-01-01,14,10
CLI-001579,2026-02-01,12,8
CLI-001579,2026-03-01,13,8
CLI-001579,2026-04-01,16,10
CLI-001579,2026-05-01,12,10
CLI-001579,2026-06-01,13,11
CLI-001580,2026-01-01,21,12
CLI-001580,2026-02-01,21,14
CLI-001580,2026-03-01,15,12
CLI-001580,2026-04-01,19,13
CLI-001580,2026-05-01,20,10
CLI-001580,2026-06-01,15,9
CLI-001581,2026-01-01,15,9
CLI-001581,2026-02-01,17,8
CLI-001581,2026-03-01,17,9
CLI-001581,2026-04-01,17,8
CLI-001581,2026-05-01,19,14
CLI-001581,2026-06-01,17,9
CLI-001582,2026-01-01,13,8
CLI-001582,2026-02-01,12,6
CLI-001582,2026-03-01,12,9
CLI-001582,2026-04-01,13,7
CLI-001582,2026-05-01,15,8
CLI-001582,2026-06-01,12,6
CLI-001583,2026-01-01,10,5
CLI-001583,2026-02-01,11,7
CLI-001583,2026-03-01,12,7
CLI-001583,2026-04-01,10,8
CLI-001583,2026-05-01,11,8
CLI-001583,2026-06-01,11,7
CLI-001584,2026-01-01,8,5
CLI-001584,2026-02-01,10,7
CLI-001584,2026-03-01,6,5
CLI-001584,2026-04-01,10,7
CLI-001584,2026-05-01,3,2
CLI-001584,2026-06-01,10,6
CLI-001585,2026-01-01,21,14
CLI-001585,2026-02-01,14,10
CLI-001585,2026-03-01,20,10
CLI-001585,2026-04-01,21,11
CLI-001585,2026-05-01,20,14
CLI-001585,2026-06-01,19,14
CLI-001586,2026-01-01,13,11
CLI-001586,2026-02-01,14,9
CLI-001586,2026-03-01,13,8
CLI-001586,2026-04-01,11,7
CLI-001586,2026-05-01,15,10
CLI-001586,2026-06-01,10,5
CLI-001587,2026-01-01,17,9
CLI-001587,2026-02-01,20,13
CLI-001587,2026-03-01,13,11
CLI-001587,2026-04-01,17,9
CLI-001587,2026-05-01,20,11
CLI-001587,2026-06-01,16,10
CLI-001588,2026-01-01,10,5
CLI-001588,2026-02-01,21,14
CLI-001588,2026-03-01,16,10
CLI-001588,2026-04-01,15,11
CLI-001588,2026-05-01,18,10
CLI-001588,2026-06-01,13,10
CLI-001589,2026-01-01,6,4
CLI-001589,2026-02-01,11,9
CLI-001589,2026-03-01,10,8
CLI-001589,2026-04-01,7,4
CLI-001589,2026-05-01,11,5
CLI-001589,2026-06-01,7,4
CLI-001590,2026-01-01,21,14
CLI-001590,2026-02-01,19,10
CLI-001590,2026-03-01,17,10
CLI-001590,2026-04-01,16,10
CLI-001590,2026-05-01,14,8
CLI-001590,2026-06-01,18,11
CLI-001591,2026-01-01,14,12
CLI-001591,2026-02-01,12,8
CLI-001591,2026-03-01,9,5
CLI-001591,2026-04-01,14,11
CLI-001591,2026-05-01,15,9
CLI-001591,2026-06-01,10,7
CLI-001592,2026-01-01,7,5
CLI-001592,2026-02-01,6,3
CLI-001592,2026-03-01,6,5
CLI-001592,2026-04-01,12,10
CLI-001592,2026-05-01,8,4
CLI-001592,2026-06-01,9,6
CLI-001594,2026-01-01,6,3
CLI-001594,2026-02-01,5,3
CLI-001594,2026-03-01,6,5
CLI-001594,2026-04-01,12,6
CLI-001594,2026-05-01,8,4
CLI-001594,2026-06-01,9,5
CLI-001595,2026-01-01,8,4
CLI-001595,2026-02-01,5,4
CLI-001595,2026-03-01,7,4
CLI-001595,2026-04-01,5,3
CLI-001595,2026-05-01,14,7
CLI-001595,2026-06-01,10,6
CLI-001596,2026-01-01,15,12
CLI-001596,2026-02-01,7,6
CLI-001596,2026-03-01,8,6
CLI-001596,2026-04-01,10,5
CLI-001596,2026-05-01,11,8
CLI-001596,2026-06-01,16,8
CLI-001597,2026-01-01,10,7
CLI-001597,2026-02-01,12,9
CLI-001597,2026-03-01,14,7
CLI-001597,2026-04-01,9,5
CLI-001597,2026-05-01,9,5
CLI-001597,2026-06-01,13,7
CLI-001599,2026-01-01,18,11
CLI-001599,2026-02-01,16,8
CLI-001599,2026-03-01,18,10
CLI-001599,2026-04-01,20,13
CLI-001599,2026-05-01,17,9
CLI-001599,2026-06-01,18,13
CLI-001600,2026-01-01,18,13
CLI-001600,2026-02-01,21,14
CLI-001600,2026-03-01,18,10
CLI-001600,2026-04-01,21,14
CLI-001600,2026-05-01,15,11
CLI-001600,2026-06-01,20,13
CLI-001601,2026-01-01,14,9
CLI-001601,2026-02-01,12,9
CLI-001601,2026-03-01,18,9
CLI-001601,2026-04-01,10,8
CLI-001601,2026-05-01,9,7
CLI-001601,2026-06-01,13,10
CLI-001602,2026-01-01,15,7
CLI-001602,2026-02-01,16,12
CLI-001602,2026-03-01,17,8
CLI-001602,2026-04-01,16,9
CLI-001602,2026-05-01,21,14
CLI-001602,2026-06-01,17,10
CLI-001603,2026-01-01,12,9
CLI-001603,2026-02-01,6,3
CLI-001603,2026-03-01,10,7
CLI-001603,2026-04-01,11,6
CLI-001603,2026-05-01,11,7
CLI-001603,2026-06-01,10,7
CLI-001605,2026-01-01,10,5
CLI-001605,2026-02-01,12,8
CLI-001605,2026-03-01,13,11
CLI-001605,2026-04-01,11,7
CLI-001605,2026-05-01,12,8
CLI-001605,2026-06-01,12,9
CLI-001606,2026-01-01,12,6
CLI-001606,2026-02-01,9,5
CLI-001606,2026-03-01,9,5
CLI-001606,2026-04-01,11,8
CLI-001606,2026-05-01,13,10
CLI-001606,2026-06-01,9,7
CLI-001607,2026-01-01,3,2
CLI-001607,2026-02-01,7,3
CLI-001607,2026-03-01,4,2
CLI-001607,2026-04-01,2,1
CLI-001607,2026-05-01,8,6
CLI-001607,2026-06-01,8,5
CLI-001608,2026-01-01,13,8
CLI-001608,2026-02-01,10,8
CLI-001608,2026-03-01,15,8
CLI-001608,2026-04-01,14,7
CLI-001608,2026-05-01,19,14
CLI-001608,2026-06-01,14,12
CLI-001609,2026-01-01,20,14
CLI-001609,2026-02-01,20,13
CLI-001609,2026-03-01,21,14
CLI-001609,2026-04-01,21,12
CLI-001609,2026-05-01,19,14
CLI-001609,2026-06-01,18,14
CLI-001610,2026-01-01,19,14
CLI-001610,2026-02-01,10,5
CLI-001610,2026-03-01,16,11
CLI-001610,2026-04-01,18,12
CLI-001610,2026-05-01,16,8
CLI-001610,2026-06-01,16,12
CLI-001612,2026-01-01,11,9
CLI-001612,2026-02-01,14,11
CLI-001612,2026-03-01,20,12
CLI-001612,2026-04-01,16,11
CLI-001612,2026-05-01,14,9
CLI-001612,2026-06-01,15,8
CLI-001613,2026-01-01,6,3
CLI-001613,2026-02-01,5,4
CLI-001613,2026-03-01,7,4
CLI-001613,2026-04-01,6,3
CLI-001613,2026-05-01,7,6
CLI-001613,2026-06-01,10,5
CLI-001614,2026-01-01,10,7
CLI-001614,2026-02-01,14,8
CLI-001614,2026-03-01,14,8
CLI-001614,2026-04-01,14,12
CLI-001614,2026-05-01,12,10
CLI-001614,2026-06-01,13,10
CLI-001616,2026-01-01,17,13
CLI-001616,2026-02-01,17,9
CLI-001616,2026-03-01,13,6
CLI-001616,2026-04-01,16,8
CLI-001616,2026-05-01,14,9
CLI-001616,2026-06-01,15,11
CLI-001617,2026-01-01,8,6
CLI-001617,2026-02-01,10,7
CLI-001617,2026-03-01,5,2
CLI-001617,2026-04-01,10,5
CLI-001617,2026-05-01,11,7
CLI-001617,2026-06-01,10,5
CLI-001618,2026-01-01,18,9
CLI-001618,2026-02-01,16,10
CLI-001618,2026-03-01,13,9
CLI-001618,2026-04-01,16,14
CLI-001618,2026-05-01,13,8
CLI-001618,2026-06-01,15,9
CLI-001619,2026-01-01,19,9
CLI-001619,2026-02-01,17,14
CLI-001619,2026-03-01,21,11
CLI-001619,2026-04-01,16,13
CLI-001619,2026-05-01,20,14
CLI-001619,2026-06-01,16,10
CLI-001620,2026-01-01,14,12
CLI-001620,2026-02-01,13,11
CLI-001620,2026-03-01,17,12
CLI-001620,2026-04-01,15,7
CLI-001620,2026-05-01,15,9
CLI-001620,2026-06-01,18,9
CLI-001621,2026-01-01,12,8
CLI-001621,2026-02-01,15,9
CLI-001621,2026-03-01,10,6
CLI-001621,2026-04-01,11,7
CLI-001621,2026-05-01,14,12
CLI-001621,2026-06-01,13,8
CLI-001622,2026-01-01,8,7
CLI-001622,2026-02-01,10,7
CLI-001622,2026-03-01,14,9
CLI-001622,2026-04-01,15,8
CLI-001622,2026-05-01,15,9
CLI-001622,2026-06-01,12,6
CLI-001623,2026-01-01,18,9
CLI-001623,2026-02-01,17,10
CLI-001623,2026-03-01,18,13
CLI-001623,2026-04-01,19,11
CLI-001623,2026-05-01,11,7
CLI-001623,2026-06-01,17,11
CLI-001624,2026-01-01,18,14
CLI-001624,2026-02-01,20,10
CLI-001624,2026-03-01,20,12
CLI-001624,2026-04-01,20,12
CLI-001624,2026-05-01,20,12
CLI-001624,2026-06-01,20,11
CLI-001626,2026-01-01,9,7
CLI-001626,2026-02-01,8,6
CLI-001626,2026-03-01,13,7
CLI-001626,2026-04-01,7,4
CLI-001626,2026-05-01,12,7
CLI-001626,2026-06-01,7,4
CLI-001629,2026-01-01,11,6
CLI-001629,2026-02-01,8,5
CLI-001629,2026-03-01,12,7
CLI-001629,2026-04-01,9,6
CLI-001629,2026-05-01,13,7
CLI-001629,2026-06-01,11,7
CLI-001631,2026-01-01,14,7
CLI-001631,2026-02-01,8,4
CLI-001631,2026-03-01,13,9
CLI-001631,2026-04-01,7,4
CLI-001631,2026-05-01,8,5
CLI-001631,2026-06-01,11,9
CLI-001632,2026-01-01,12,8
CLI-001632,2026-02-01,8,4
CLI-001632,2026-03-01,10,7
CLI-001632,2026-04-01,10,6
CLI-001632,2026-05-01,7,5
CLI-001632,2026-06-01,10,6
CLI-001633,2026-01-01,17,9
CLI-001633,2026-02-01,18,10
CLI-001633,2026-03-01,17,14
CLI-001633,2026-04-01,21,14
CLI-001633,2026-05-01,13,9
CLI-001633,2026-06-01,19,14
CLI-001636,2026-01-01,19,14
CLI-001636,2026-02-01,14,8
CLI-001636,2026-03-01,16,12
CLI-001636,2026-04-01,16,9
CLI-001636,2026-05-01,14,7
CLI-001636,2026-06-01,18,12
CLI-001639,2026-01-01,13,10
CLI-001639,2026-02-01,19,14
CLI-001639,2026-03-01,18,10
CLI-001639,2026-04-01,15,11
CLI-001639,2026-05-01,17,9
CLI-001639,2026-06-01,17,12
CLI-001640,2026-01-01,16,13
CLI-001640,2026-02-01,15,11
CLI-001640,2026-03-01,16,12
CLI-001640,2026-04-01,15,9
CLI-001640,2026-05-01,15,12
CLI-001640,2026-06-01,20,13
CLI-001641,2026-01-01,16,13
CLI-001641,2026-02-01,17,9
CLI-001641,2026-03-01,15,10
CLI-001641,2026-04-01,16,11
CLI-001641,2026-05-01,16,14
CLI-001641,2026-06-01,15,7
CLI-001642,2026-01-01,14,9
CLI-001642,2026-02-01,12,9
CLI-001642,2026-03-01,16,10
CLI-001642,2026-04-01,17,10
CLI-001642,2026-05-01,15,12
CLI-001642,2026-06-01,12,7
CLI-001644,2026-01-01,8,6
CLI-001644,2026-02-01,3,1
CLI-001644,2026-03-01,13,11
CLI-001644,2026-04-01,4,2
CLI-001644,2026-05-01,6,4
CLI-001644,2026-06-01,10,5
CLI-001645,2026-01-01,12,10
CLI-001645,2026-02-01,14,8
CLI-001645,2026-03-01,14,10
CLI-001645,2026-04-01,16,13
CLI-001645,2026-05-01,14,11
CLI-001645,2026-06-01,17,10
CLI-001646,2026-01-01,4,2
CLI-001646,2026-02-01,9,7
CLI-001646,2026-03-01,8,5
CLI-001646,2026-04-01,5,3
CLI-001646,2026-05-01,6,4
CLI-001646,2026-06-01,12,6
CLI-001647,2026-01-01,19,13
CLI-001647,2026-02-01,15,11
CLI-001647,2026-03-01,18,12
CLI-001647,2026-04-01,19,11
CLI-001647,2026-05-01,17,14
CLI-001647,2026-06-01,18,10
CLI-001648,2026-01-01,13,8
CLI-001648,2026-02-01,10,7
CLI-001648,2026-03-01,11,6
CLI-001648,2026-04-01,12,10
CLI-001648,2026-05-01,13,11
CLI-001648,2026-06-01,10,6
CLI-001649,2026-01-01,11,8
CLI-001649,2026-02-01,6,5
CLI-001649,2026-03-01,9,5
CLI-001649,2026-04-01,11,7
CLI-001649,2026-05-01,6,4
CLI-001649,2026-06-01,10,7
CLI-001650,2026-01-01,15,8
CLI-001650,2026-02-01,14,8
CLI-001650,2026-03-01,14,9
CLI-001650,2026-04-01,13,10
CLI-001650,2026-05-01,13,10
CLI-001650,2026-06-01,14,11
CLI-001651,2026-01-01,11,9
CLI-001651,2026-02-01,14,7
CLI-001651,2026-03-01,13,11
CLI-001651,2026-04-01,6,4
CLI-001651,2026-05-01,11,6
CLI-001651,2026-06-01,17,11
CLI-001653,2026-01-01,16,12
CLI-001653,2026-02-01,14,7
CLI-001653,2026-03-01,16,9
CLI-001653,2026-04-01,17,10
CLI-001653,2026-05-01,13,8
CLI-001653,2026-06-01,17,9
CLI-001654,2026-01-01,17,9
CLI-001654,2026-02-01,11,5
CLI-001654,2026-03-01,11,6
CLI-001654,2026-04-01,17,11
CLI-001654,2026-05-01,14,11
CLI-001654,2026-06-01,15,11
CLI-001655,2026-01-01,14,9
CLI-001655,2026-02-01,19,14
CLI-001655,2026-03-01,14,12
CLI-001655,2026-04-01,18,9
CLI-001655,2026-05-01,17,10
CLI-001655,2026-06-01,12,8
CLI-001657,2026-01-01,17,11
CLI-001657,2026-02-01,17,12
CLI-001657,2026-03-01,12,9
CLI-001657,2026-04-01,14,12
CLI-001657,2026-05-01,15,9
CLI-001657,2026-06-01,15,11
CLI-001658,2026-01-01,16,8
CLI-001658,2026-02-01,15,8
CLI-001658,2026-03-01,17,12
CLI-001658,2026-04-01,21,14
CLI-001658,2026-05-01,12,10
CLI-001658,2026-06-01,13,10
CLI-001659,2026-01-01,9,5
CLI-001659,2026-02-01,6,3
CLI-001659,2026-03-01,11,8
CLI-001659,2026-04-01,12,7
CLI-001659,2026-05-01,11,6
CLI-001659,2026-06-01,8,4
CLI-001664,2026-01-01,18,14
CLI-001664,2026-02-01,21,11
CLI-001664,2026-03-01,19,14
CLI-001664,2026-04-01,19,9
CLI-001664,2026-05-01,16,9
CLI-001664,2026-06-01,21,14
CLI-001665,2026-01-01,14,7
CLI-001665,2026-02-01,19,14
CLI-001665,2026-03-01,15,10
CLI-001665,2026-04-01,12,7
CLI-001665,2026-05-01,19,14
CLI-001665,2026-06-01,19,14
CLI-001666,2026-01-01,20,13
CLI-001666,2026-02-01,16,12
CLI-001666,2026-03-01,17,8
CLI-001666,2026-04-01,16,11
CLI-001666,2026-05-01,17,10
CLI-001666,2026-06-01,17,11
CLI-001667,2026-01-01,8,6
CLI-001667,2026-02-01,10,7
CLI-001667,2026-03-01,7,5
CLI-001667,2026-04-01,6,3
CLI-001667,2026-05-01,9,4
CLI-001667,2026-06-01,7,5
CLI-001668,2026-01-01,10,6
CLI-001668,2026-02-01,10,6
CLI-001668,2026-03-01,6,4
CLI-001668,2026-04-01,8,4
CLI-001668,2026-05-01,4,2
CLI-001668,2026-06-01,9,7
CLI-001669,2026-01-01,9,7
CLI-001669,2026-02-01,9,5
CLI-001669,2026-03-01,14,7
CLI-001669,2026-04-01,12,6
CLI-001669,2026-05-01,12,7
CLI-001669,2026-06-01,12,8
CLI-001670,2026-01-01,18,13
CLI-001670,2026-02-01,14,7
CLI-001670,2026-03-01,11,9
CLI-001670,2026-04-01,14,7
CLI-001670,2026-05-01,14,9
CLI-001670,2026-06-01,12,6
CLI-001671,2026-01-01,13,10
CLI-001671,2026-02-01,18,10
CLI-001671,2026-03-01,11,7
CLI-001671,2026-04-01,14,9
CLI-001671,2026-05-01,16,13
CLI-001671,2026-06-01,14,9
CLI-001673,2026-01-01,15,12
CLI-001673,2026-02-01,15,8
CLI-001673,2026-03-01,14,9
CLI-001673,2026-04-01,18,11
CLI-001673,2026-05-01,16,9
CLI-001673,2026-06-01,14,7
CLI-001676,2026-01-01,8,5
CLI-001676,2026-02-01,14,11
CLI-001676,2026-03-01,12,9
CLI-001676,2026-04-01,9,6
CLI-001676,2026-05-01,10,5
CLI-001676,2026-06-01,15,10
CLI-001677,2026-01-01,13,6
CLI-001677,2026-02-01,14,10
CLI-001677,2026-03-01,18,12
CLI-001677,2026-04-01,11,6
CLI-001677,2026-05-01,13,9
CLI-001677,2026-06-01,15,8
CLI-001680,2026-01-01,6,5
CLI-001680,2026-02-01,3,2
CLI-001680,2026-03-01,10,6
CLI-001680,2026-04-01,11,7
CLI-001680,2026-05-01,4,2
CLI-001680,2026-06-01,11,7
CLI-001681,2026-01-01,15,7
CLI-001681,2026-02-01,21,10
CLI-001681,2026-03-01,20,12
CLI-001681,2026-04-01,18,14
CLI-001681,2026-05-01,16,12
CLI-001681,2026-06-01,19,12
CLI-001683,2026-01-01,12,8
CLI-001683,2026-02-01,12,6
CLI-001683,2026-03-01,11,7
CLI-001683,2026-04-01,11,9
CLI-001683,2026-05-01,9,7
CLI-001683,2026-06-01,10,5
CLI-001684,2026-01-01,14,10
CLI-001684,2026-02-01,14,8
CLI-001684,2026-03-01,18,14
CLI-001684,2026-04-01,13,9
CLI-001684,2026-05-01,11,7
CLI-001684,2026-06-01,14,11
CLI-001686,2026-01-01,9,5
CLI-001686,2026-02-01,14,8
CLI-001686,2026-03-01,8,4
CLI-001686,2026-04-01,10,5
CLI-001686,2026-05-01,14,12
CLI-001686,2026-06-01,14,10
CLI-001687,2026-01-01,14,7
CLI-001687,2026-02-01,20,12
CLI-001687,2026-03-01,20,14
CLI-001687,2026-04-01,17,11
CLI-001687,2026-05-01,15,11
CLI-001687,2026-06-01,13,10
CLI-001689,2026-01-01,13,11
CLI-001689,2026-02-01,8,4
CLI-001689,2026-03-01,12,8
CLI-001689,2026-04-01,11,7
CLI-001689,2026-05-01,12,7
CLI-001689,2026-06-01,12,10
CLI-001690,2026-01-01,19,12
CLI-001690,2026-02-01,19,12
CLI-001690,2026-03-01,17,12
CLI-001690,2026-04-01,19,14
CLI-001690,2026-05-01,21,11
CLI-001690,2026-06-01,17,14
CLI-001692,2026-01-01,12,10
CLI-001692,2026-02-01,11,9
CLI-001692,2026-03-01,7,3
CLI-001692,2026-04-01,7,4
CLI-001692,2026-05-01,10,7
CLI-001692,2026-06-01,10,6
CLI-001693,2026-01-01,9,5
CLI-001693,2026-02-01,5,4
CLI-001693,2026-03-01,6,3
CLI-001693,2026-04-01,9,6
CLI-001693,2026-05-01,6,5
CLI-001693,2026-06-01,7,4
CLI-001695,2026-01-01,15,7
CLI-001695,2026-02-01,16,8
CLI-001695,2026-03-01,18,10
CLI-001695,2026-04-01,20,13
CLI-001695,2026-05-01,20,14
CLI-001695,2026-06-01,16,10
CLI-001696,2026-01-01,19,14
CLI-001696,2026-02-01,18,14
CLI-001696,2026-03-01,20,14
CLI-001696,2026-04-01,21,11
CLI-001696,2026-05-01,18,13
CLI-001696,2026-06-01,16,12
CLI-001697,2026-01-01,14,8
CLI-001697,2026-02-01,11,7
CLI-001697,2026-03-01,13,6
CLI-001697,2026-04-01,10,6
CLI-001697,2026-05-01,7,3
CLI-001697,2026-06-01,10,6
CLI-001699,2026-01-01,18,10
CLI-001699,2026-02-01,12,6
CLI-001699,2026-03-01,13,9
CLI-001699,2026-04-01,17,14
CLI-001699,2026-05-01,16,8
CLI-001699,2026-06-01,17,13
CLI-001701,2026-01-01,16,8
CLI-001701,2026-02-01,18,12
CLI-001701,2026-03-01,21,12
CLI-001701,2026-04-01,14,10
CLI-001701,2026-05-01,18,12
CLI-001701,2026-06-01,16,12
CLI-001703,2026-01-01,19,14
CLI-001703,2026-02-01,9,5
CLI-001703,2026-03-01,20,11
CLI-001703,2026-04-01,14,8
CLI-001703,2026-05-01,17,13
CLI-001703,2026-06-01,13,7
CLI-001704,2026-01-01,10,6
CLI-001704,2026-02-01,7,5
CLI-001704,2026-03-01,13,7
CLI-001704,2026-04-01,10,5
CLI-001704,2026-05-01,6,4
CLI-001704,2026-06-01,10,7
CLI-001705,2026-01-01,19,14
CLI-001705,2026-02-01,20,14
CLI-001705,2026-03-01,18,10
CLI-001705,2026-04-01,20,13
CLI-001705,2026-05-01,21,14
CLI-001705,2026-06-01,19,11
CLI-001707,2026-01-01,10,7
CLI-001707,2026-02-01,7,5
CLI-001707,2026-03-01,9,5
CLI-001707,2026-04-01,12,9
CLI-001707,2026-05-01,10,5
CLI-001707,2026-06-01,11,9
CLI-001708,2026-01-01,13,11
CLI-001708,2026-02-01,9,6
CLI-001708,2026-03-01,15,10
CLI-001708,2026-04-01,10,8
CLI-001708,2026-05-01,10,5
CLI-001708,2026-06-01,14,8
CLI-001710,2026-01-01,17,14
CLI-001710,2026-02-01,12,10
CLI-001710,2026-03-01,11,7
CLI-001710,2026-04-01,17,13
CLI-001710,2026-05-01,12,10
CLI-001710,2026-06-01,14,7
CLI-001711,2026-01-01,14,11
CLI-001711,2026-02-01,13,10
CLI-001711,2026-03-01,15,9
CLI-001711,2026-04-01,14,12
CLI-001711,2026-05-01,12,6
CLI-001711,2026-06-01,14,12
CLI-001714,2026-01-01,8,6
CLI-001714,2026-02-01,6,3
CLI-001714,2026-03-01,10,8
CLI-001714,2026-04-01,7,3
CLI-001714,2026-05-01,10,5
CLI-001714,2026-06-01,6,3
CLI-001715,2026-01-01,12,8
CLI-001715,2026-02-01,9,5
CLI-001715,2026-03-01,10,8
CLI-001715,2026-04-01,11,9
CLI-001715,2026-05-01,12,7
CLI-001715,2026-06-01,12,9
CLI-001716,2026-01-01,5,2
CLI-001716,2026-02-01,8,6
CLI-001716,2026-03-01,6,3
CLI-001716,2026-04-01,8,4
CLI-001716,2026-05-01,5,3
CLI-001716,2026-06-01,10,6
CLI-001717,2026-01-01,9,5
CLI-001717,2026-02-01,11,8
CLI-001717,2026-03-01,12,8
CLI-001717,2026-04-01,10,7
CLI-001717,2026-05-01,11,6
CLI-001717,2026-06-01,6,3
CLI-001718,2026-01-01,9,7
CLI-001718,2026-02-01,8,6
CLI-001718,2026-03-01,6,5
CLI-001718,2026-04-01,12,8
CLI-001718,2026-05-01,7,3
CLI-001718,2026-06-01,6,3
CLI-001719,2026-01-01,18,9
CLI-001719,2026-02-01,15,10
CLI-001719,2026-03-01,19,14
CLI-001719,2026-04-01,15,8
CLI-001719,2026-05-01,21,11
CLI-001719,2026-06-01,21,14
CLI-001720,2026-01-01,13,6
CLI-001720,2026-02-01,16,9
CLI-001720,2026-03-01,16,11
CLI-001720,2026-04-01,15,13
CLI-001720,2026-05-01,14,10
CLI-001720,2026-06-01,17,10
CLI-001722,2026-01-01,7,5
CLI-001722,2026-02-01,6,4
CLI-001722,2026-03-01,7,6
CLI-001722,2026-04-01,10,5
CLI-001722,2026-05-01,9,5
CLI-001722,2026-06-01,9,6
CLI-001723,2026-01-01,7,5
CLI-001723,2026-02-01,7,5
CLI-001723,2026-03-01,14,7
CLI-001723,2026-04-01,8,5
CLI-001723,2026-05-01,10,8
CLI-001723,2026-06-01,8,6
CLI-001724,2026-01-01,12,8
CLI-001724,2026-02-01,15,13
CLI-001724,2026-03-01,13,9
CLI-001724,2026-04-01,13,7
CLI-001724,2026-05-01,13,7
CLI-001724,2026-06-01,9,6
CLI-001725,2026-01-01,9,8
CLI-001725,2026-02-01,6,4
CLI-001725,2026-03-01,10,7
CLI-001725,2026-04-01,6,3
CLI-001725,2026-05-01,13,8
CLI-001725,2026-06-01,8,7
CLI-001727,2026-01-01,20,14
CLI-001727,2026-02-01,16,11
CLI-001727,2026-03-01,20,11
CLI-001727,2026-04-01,17,11
CLI-001727,2026-05-01,15,9
CLI-001727,2026-06-01,17,14
CLI-001730,2026-01-01,9,7
CLI-001730,2026-02-01,9,6
CLI-001730,2026-03-01,15,10
CLI-001730,2026-04-01,14,8
CLI-001730,2026-05-01,14,9
CLI-001730,2026-06-01,15,13
CLI-001732,2026-01-01,14,12
CLI-001732,2026-02-01,18,14
CLI-001732,2026-03-01,11,6
CLI-001732,2026-04-01,14,10
CLI-001732,2026-05-01,14,7
CLI-001732,2026-06-01,11,8
CLI-001733,2026-01-01,10,8
CLI-001733,2026-02-01,8,4
CLI-001733,2026-03-01,11,8
CLI-001733,2026-04-01,9,7
CLI-001733,2026-05-01,10,7
CLI-001733,2026-06-01,9,7
CLI-001734,2026-01-01,14,7
CLI-001734,2026-02-01,10,6
CLI-001734,2026-03-01,11,6
CLI-001734,2026-04-01,9,5
CLI-001734,2026-05-01,11,6
CLI-001734,2026-06-01,12,6
