lead_id,advisor_id,market,territory,product_interest,stage,created_date,last_update
LEAD-002228,ADV-108,Lesotho,Berea,Life,Closed Won,2026-05-13,2026-05-30
LEAD-002229,ADV-034,South Africa,KwaZulu-Natal,Health,Proposal,2025-06-18,2025-07-12
LEAD-002230,ADV-112,South Africa,Gauteng,Investment,Closed Won,2025-05-15,2025-05-15
LEAD-002231,ADV-039,South Africa,Gauteng,Funeral,New,2025-03-30,2025-03-31
LEAD-002232,ADV-059,South Africa,Eastern Cape,Life,Closed Won,2025-02-02,2025-02-09
LEAD-002233,ADV-143,South Africa,Gauteng,Health,Closed Lost,2024-12-19,2025-01-06
LEAD-002234,ADV-085,Namibia,Swakopmund,Investment,Contacted,2025-03-05,2025-04-12
LEAD-002235,ADV-073,South Africa,KwaZulu-Natal,Funeral,Contacted,2025-04-16,2025-05-18
LEAD-002236,ADV-091,Botswana,Francistown,Life,Closed Won,2025-08-11,2025-09-02
LEAD-002237,ADV-101,South Africa,KwaZulu-Natal,Funeral,New,2025-03-07,2025-04-16
LEAD-002238,ADV-122,Namibia,Swakopmund,Health,Contacted,2025-09-16,2025-10-20
LEAD-002239,ADV-031,Botswana,Francistown,Health,Closed Lost,2026-04-08,2026-05-22
LEAD-002240,ADV-018,Lesotho,Berea,Funeral,Contacted,2024-09-14,2024-09-28
LEAD-002241,ADV-125,Lesotho,Berea,Life,New,2025-07-02,2025-07-09
LEAD-002242,ADV-127,South Africa,Eastern Cape,Life,Proposal,2025-10-19,2025-10-26
LEAD-002243,ADV-058,Lesotho,Maseru,Funeral,Contacted,2024-08-19,2024-09-29
LEAD-002244,ADV-081,Namibia,Windhoek,Health,Contacted,2025-03-16,2025-03-20
LEAD-002245,ADV-160,Namibia,Swakopmund,Life,Closed Lost,2025-08-22,2025-09-20
LEAD-002246,ADV-139,South Africa,Gauteng,Life,Contacted,2024-11-08,2024-12-19
LEAD-002247,ADV-051,Botswana,Gaborone,Life,Closed Won,2026-02-19,2026-03-31
LEAD-002248,ADV-117,Botswana,Francistown,Health,Proposal,2026-03-11,2026-04-18
LEAD-002249,ADV-149,Botswana,Francistown,Health,Closed Won,2025-07-14,2025-08-11
LEAD-002250,ADV-021,Namibia,Swakopmund,Funeral,Closed Lost,2024-07-15,2024-07-25
LEAD-002251,ADV-081,Namibia,Windhoek,Life,Meeting,2025-02-22,2025-03-03
LEAD-002252,ADV-026,South Africa,Eastern Cape,Funeral,Contacted,2025-07-07,2025-07-16
LEAD-002253,ADV-100,Lesotho,Maseru,Life,Contacted,2025-08-13,2025-08-16
LEAD-002254,ADV-077,South Africa,Gauteng,Health,Closed Won,2025-08-06,2025-09-04
LEAD-002255,ADV-024,South Africa,Western Cape,Life,Contacted,2025-01-29,2025-02-19
LEAD-002256,ADV-111,South Africa,Gauteng,Funeral,Contacted,2025-04-07,2025-04-27
LEAD-002257,ADV-159,South Africa,Gauteng,Life,Meeting,2024-12-09,2025-01-16
LEAD-002258,ADV-018,Lesotho,Berea,Life,Closed Lost,2026-03-28,2026-05-07
LEAD-002259,ADV-083,Namibia,Windhoek,Funeral,Proposal,2026-05-02,2026-05-05
LEAD-002260,ADV-071,Botswana,Gaborone,Funeral,New,2025-09-30,2025-11-03
LEAD-002261,ADV-023,Lesotho,Berea,Funeral,Proposal,2026-02-16,2026-03-15
LEAD-002262,ADV-041,Namibia,Swakopmund,Funeral,New,2025-12-30,2026-02-02
LEAD-002263,ADV-070,Lesotho,Maseru,Investment,Meeting,2024-08-24,2024-09-13
LEAD-002264,ADV-052,Lesotho,Berea,Health,Proposal,2025-06-02,2025-06-06
LEAD-002265,ADV-112,South Africa,Gauteng,Life,Meeting,2024-11-22,2024-12-09
LEAD-002266,ADV-101,South Africa,KwaZulu-Natal,Life,New,2025-12-20,2026-01-17
LEAD-002267,ADV-046,Lesotho,Berea,Funeral,New,2025-11-15,2025-12-08
LEAD-002268,ADV-053,South Africa,Western Cape,Health,New,2024-12-05,2024-12-21
LEAD-002269,ADV-154,South Africa,Gauteng,Life,Proposal,2025-08-15,2025-09-13
LEAD-002270,ADV-048,South Africa,KwaZulu-Natal,Funeral,Meeting,2025-08-19,2025-09-15
LEAD-002271,ADV-023,Lesotho,Berea,Life,New,2025-08-21,2025-09-01
LEAD-002272,ADV-141,South Africa,Western Cape,Funeral,Closed Won,2025-07-11,2025-07-24
LEAD-002273,ADV-029,Botswana,Gaborone,Investment,New,2024-06-22,2024-06-28
LEAD-002274,ADV-106,South Africa,KwaZulu-Natal,Funeral,Proposal,2026-06-02,2026-06-11
LEAD-002275,ADV-101,South Africa,KwaZulu-Natal,Funeral,Closed Lost,2025-12-27,2026-01-10
LEAD-002276,ADV-006,South Africa,Gauteng,Funeral,Contacted,2026-01-24,2026-02-08
LEAD-002277,ADV-147,South Africa,Western Cape,Funeral,New,2024-12-21,2025-01-07
LEAD-002278,ADV-043,Botswana,Gaborone,Funeral,Proposal,2026-05-09,2026-05-17
LEAD-002279,ADV-053,South Africa,Western Cape,Life,Proposal,2024-09-09,2024-09-25
LEAD-002280,ADV-145,South Africa,Western Cape,Investment,Contacted,2024-11-03,2024-12-17
LEAD-002281,ADV-160,Namibia,Swakopmund,Health,Contacted,2025-12-27,2026-01-24
LEAD-002282,ADV-042,South Africa,Eastern Cape,Life,Closed Won,2026-06-10,2026-06-13
LEAD-002283,ADV-118,Lesotho,Maseru,Investment,Proposal,2025-12-23,2026-01-22
LEAD-002284,ADV-077,South Africa,Gauteng,Funeral,Contacted,2024-08-13,2024-09-21
LEAD-002285,ADV-040,South Africa,Eastern Cape,Funeral,Closed Won,2024-09-21,2024-10-13
LEAD-002286,ADV-160,Namibia,Swakopmund,Life,Proposal,2024-12-10,2024-12-15
LEAD-002287,ADV-006,South Africa,Gauteng,Health,Proposal,2025-11-04,2025-11-30
LEAD-002288,ADV-096,South Africa,Gauteng,Funeral,New,2024-12-21,2024-12-21
LEAD-002289,ADV-020,South Africa,Eastern Cape,Funeral,Proposal,2024-09-14,2024-10-20
LEAD-002290,ADV-062,Lesotho,Berea,Funeral,Meeting,2025-06-22,2025-07-29
LEAD-002291,ADV-070,Lesotho,Maseru,Health,Meeting,2025-07-12,2025-07-29
LEAD-002292,ADV-053,South Africa,Western Cape,Funeral,Meeting,2026-02-10,2026-03-21
LEAD-002293,ADV-153,South Africa,KwaZulu-Natal,Funeral,Closed Won,2025-06-05,2025-06-07
LEAD-002294,ADV-106,South Africa,KwaZulu-Natal,Funeral,Meeting,2024-11-09,2024-12-05
LEAD-002295,ADV-046,Lesotho,Berea,Investment,Closed Won,2025-02-06,2025-03-08
LEAD-002296,ADV-054,South Africa,Western Cape,Funeral,Contacted,2025-11-03,2025-11-18
LEAD-002297,ADV-096,South Africa,Gauteng,Funeral,New,2024-10-29,2024-12-06
LEAD-002298,ADV-029,Botswana,Gaborone,Funeral,Proposal,2025-03-14,2025-04-19
LEAD-002299,ADV-035,South Africa,Gauteng,Funeral,New,2025-06-15,2025-06-21
LEAD-002300,ADV-016,South Africa,Western Cape,Life,Contacted,2024-11-24,2024-12-29
LEAD-002301,ADV-056,Botswana,Gaborone,Health,Proposal,2025-07-27,2025-08-30
LEAD-002302,ADV-022,South Africa,Eastern Cape,Life,Closed Won,2025-03-16,2025-03-26
LEAD-002303,ADV-032,South Africa,KwaZulu-Natal,Health,Closed Lost,2025-10-04,2025-11-13
LEAD-002304,ADV-036,South Africa,KwaZulu-Natal,Funeral,Contacted,2025-11-14,2025-11-23
LEAD-002305,ADV-003,South Africa,Gauteng,Health,Contacted,2024-09-06,2024-10-14
LEAD-002306,ADV-105,South Africa,Western Cape,Life,Closed Lost,2026-03-25,2026-04-10
LEAD-002307,ADV-053,South Africa,Western Cape,Health,New,2025-04-30,2025-05-16
LEAD-002308,ADV-136,South Africa,Eastern Cape,Investment,Proposal,2025-01-26,2025-02-14
LEAD-002309,ADV-051,Botswana,Gaborone,Funeral,Proposal,2025-05-02,2025-05-11
LEAD-002310,ADV-021,Namibia,Swakopmund,Investment,Meeting,2026-04-07,2026-05-07
LEAD-002311,ADV-067,South Africa,Gauteng,Funeral,Meeting,2025-10-23,2025-11-29
LEAD-002312,ADV-087,South Africa,Gauteng,Funeral,Proposal,2026-04-27,2026-05-20
LEAD-002313,ADV-016,South Africa,Western Cape,Life,Contacted,2026-01-02,2026-01-29
LEAD-002314,ADV-040,South Africa,Eastern Cape,Funeral,Contacted,2024-06-29,2024-07-03
LEAD-002315,ADV-151,South Africa,Gauteng,Investment,Contacted,2026-06-13,2026-06-20
LEAD-002316,ADV-137,Lesotho,Maseru,Investment,Contacted,2024-12-21,2024-12-22
LEAD-002317,ADV-072,South Africa,KwaZulu-Natal,Life,Proposal,2026-02-01,2026-02-18
LEAD-002318,ADV-135,Botswana,Gaborone,Life,New,2025-02-27,2025-03-12
LEAD-002319,ADV-114,South Africa,KwaZulu-Natal,Health,New,2026-04-11,2026-05-23
LEAD-002320,ADV-006,South Africa,Gauteng,Funeral,Proposal,2024-12-11,2025-01-17
LEAD-002321,ADV-070,Lesotho,Maseru,Funeral,Contacted,2025-07-29,2025-09-01
LEAD-002322,ADV-045,South Africa,KwaZulu-Natal,Funeral,New,2025-05-04,2025-05-31
LEAD-002323,ADV-137,Lesotho,Maseru,Life,Closed Won,2024-11-11,2024-12-16
LEAD-002324,ADV-155,Lesotho,Berea,Funeral,Closed Won,2024-12-21,2025-02-02
LEAD-002325,ADV-076,South Africa,Western Cape,Funeral,Closed Won,2024-10-06,2024-10-25
LEAD-002326,ADV-037,South Africa,Eastern Cape,Life,Contacted,2024-11-12,2024-11-23
LEAD-002327,ADV-045,South Africa,KwaZulu-Natal,Investment,Closed Lost,2024-12-12,2024-12-22
LEAD-002328,ADV-022,South Africa,Eastern Cape,Funeral,Contacted,2024-07-21,2024-08-18
LEAD-002329,ADV-151,South Africa,Gauteng,Life,New,2024-12-26,2025-01-26
LEAD-002330,ADV-074,South Africa,Eastern Cape,Funeral,Closed Won,2025-03-13,2025-04-17
LEAD-002331,ADV-149,Botswana,Francistown,Funeral,New,2026-06-12,2026-06-20
LEAD-002332,ADV-004,South Africa,Eastern Cape,Life,Contacted,2025-08-05,2025-09-03
LEAD-002333,ADV-152,South Africa,Gauteng,Funeral,Proposal,2026-06-06,2026-06-20
LEAD-002334,ADV-016,South Africa,Western Cape,Life,Closed Lost,2024-08-02,2024-08-03
LEAD-002335,ADV-085,Namibia,Swakopmund,Funeral,Contacted,2026-01-26,2026-02-16
LEAD-002336,ADV-014,Botswana,Gaborone,Life,Closed Lost,2025-08-13,2025-08-17
LEAD-002337,ADV-083,Namibia,Windhoek,Funeral,Meeting,2025-06-12,2025-07-19
LEAD-002338,ADV-129,Lesotho,Maseru,Life,Proposal,2025-05-31,2025-07-11
LEAD-002339,ADV-078,South Africa,Western Cape,Funeral,Contacted,2026-02-20,2026-02-20
LEAD-002340,ADV-030,Botswana,Francistown,Life,Closed Won,2025-04-07,2025-05-15
LEAD-002341,ADV-057,Lesotho,Berea,Funeral,Contacted,2025-07-31,2025-08-27
LEAD-002342,ADV-074,South Africa,Eastern Cape,Funeral,New,2026-02-15,2026-03-07
LEAD-002343,ADV-140,Namibia,Swakopmund,Investment,New,2025-08-05,2025-09-04
LEAD-002344,ADV-104,Botswana,Francistown,Health,Contacted,2024-08-27,2024-09-09
LEAD-002345,ADV-112,South Africa,Gauteng,Life,Proposal,2024-06-26,2024-07-05
LEAD-002346,ADV-126,South Africa,Western Cape,Life,Proposal,2024-11-02,2024-11-27
LEAD-002347,ADV-110,South Africa,KwaZulu-Natal,Life,New,2026-04-21,2026-05-10
LEAD-002348,ADV-159,South Africa,Gauteng,Health,Meeting,2026-05-18,2026-06-18
LEAD-002349,ADV-054,South Africa,Western Cape,Health,Meeting,2025-09-16,2025-09-17
LEAD-002350,ADV-139,South Africa,Gauteng,Life,Contacted,2024-11-23,2025-01-06
LEAD-002351,ADV-141,South Africa,Western Cape,Funeral,New,2026-02-10,2026-02-16
LEAD-002352,ADV-132,Botswana,Francistown,Life,Closed Lost,2026-04-21,2026-05-13
LEAD-002353,ADV-017,Lesotho,Berea,Health,New,2024-07-12,2024-08-04
LEAD-002354,ADV-140,Namibia,Swakopmund,Life,Contacted,2025-10-26,2025-11-03
LEAD-002355,ADV-035,South Africa,Gauteng,Health,Closed Lost,2024-08-04,2024-09-04
LEAD-002356,ADV-110,South Africa,KwaZulu-Natal,Life,Contacted,2025-08-24,2025-08-26
LEAD-002357,ADV-093,Botswana,Francistown,Life,Meeting,2025-09-20,2025-09-25
LEAD-002358,ADV-075,South Africa,Gauteng,Funeral,Closed Lost,2025-03-09,2025-03-11
LEAD-002359,ADV-036,South Africa,KwaZulu-Natal,Funeral,New,2026-06-05,2026-06-16
LEAD-002360,ADV-125,Lesotho,Berea,Funeral,Contacted,2024-11-10,2024-12-09
LEAD-002361,ADV-025,South Africa,Gauteng,Investment,New,2024-08-08,2024-09-16
LEAD-002362,ADV-057,Lesotho,Berea,Life,Contacted,2025-07-23,2025-08-12
LEAD-002363,ADV-026,South Africa,Eastern Cape,Investment,Proposal,2025-05-23,2025-06-02
LEAD-002364,ADV-059,South Africa,Eastern Cape,Life,Meeting,2026-01-15,2026-02-13
LEAD-002365,ADV-079,Lesotho,Maseru,Life,New,2024-10-22,2024-12-05
LEAD-002366,ADV-096,South Africa,Gauteng,Funeral,New,2026-06-01,2026-06-20
LEAD-002367,ADV-022,South Africa,Eastern Cape,Investment,Closed Won,2024-11-08,2024-11-13
LEAD-002368,ADV-097,Lesotho,Maseru,Life,Contacted,2025-04-02,2025-04-27
LEAD-002369,ADV-056,Botswana,Gaborone,Funeral,Contacted,2026-04-01,2026-04-22
LEAD-002370,ADV-115,South Africa,Gauteng,Life,Contacted,2026-04-27,2026-05-10
LEAD-002371,ADV-031,Botswana,Francistown,Funeral,Closed Won,2024-12-14,2024-12-26
LEAD-002372,ADV-097,Lesotho,Maseru,Life,New,2025-06-08,2025-06-14
LEAD-002373,ADV-069,South Africa,KwaZulu-Natal,Funeral,Contacted,2025-11-18,2025-11-29
LEAD-002374,ADV-051,Botswana,Gaborone,Health,New,2024-08-19,2024-09-10
LEAD-002375,ADV-142,South Africa,Western Cape,Funeral,Proposal,2025-08-30,2025-09-23
LEAD-002376,ADV-006,South Africa,Gauteng,Funeral,Closed Lost,2025-05-23,2025-06-17
LEAD-002377,ADV-087,South Africa,Gauteng,Funeral,Proposal,2024-11-10,2024-12-11
LEAD-002378,ADV-111,South Africa,Gauteng,Funeral,Meeting,2026-04-15,2026-05-21
LEAD-002379,ADV-104,Botswana,Francistown,Health,Proposal,2025-10-21,2025-11-27
LEAD-002380,ADV-029,Botswana,Gaborone,Funeral,New,2025-09-16,2025-10-29
LEAD-002381,ADV-039,South Africa,Gauteng,Life,Contacted,2026-01-04,2026-01-15
LEAD-002382,ADV-112,South Africa,Gauteng,Funeral,Closed Won,2025-09-10,2025-09-30
LEAD-002383,ADV-063,Namibia,Windhoek,Investment,Closed Won,2025-11-18,2025-11-26
LEAD-002384,ADV-157,South Africa,Eastern Cape,Life,New,2025-09-20,2025-10-06
LEAD-002385,ADV-140,Namibia,Swakopmund,Funeral,Proposal,2025-04-09,2025-04-26
LEAD-002386,ADV-122,Namibia,Swakopmund,Funeral,Proposal,2024-10-21,2024-11-30
LEAD-002387,ADV-151,South Africa,Gauteng,Life,Contacted,2025-08-13,2025-09-07
LEAD-002388,ADV-133,South Africa,Gauteng,Investment,New,2025-03-06,2025-03-25
LEAD-002389,ADV-111,South Africa,Gauteng,Life,Contacted,2025-01-30,2025-02-04
LEAD-002390,ADV-068,Lesotho,Berea,Investment,Proposal,2026-04-10,2026-05-18
LEAD-002391,ADV-028,Namibia,Swakopmund,Funeral,New,2024-07-21,2024-08-28
LEAD-002392,ADV-057,Lesotho,Berea,Funeral,Contacted,2025-12-04,2026-01-06
LEAD-002393,ADV-146,South Africa,KwaZulu-Natal,Funeral,New,2025-10-20,2025-11-27
LEAD-002394,ADV-073,South Africa,KwaZulu-Natal,Funeral,Closed Won,2025-05-31,2025-06-22
LEAD-002395,ADV-078,South Africa,Western Cape,Investment,Contacted,2026-01-04,2026-01-14
LEAD-002396,ADV-022,South Africa,Eastern Cape,Life,Meeting,2025-01-03,2025-01-24
LEAD-002397,ADV-106,South Africa,KwaZulu-Natal,Funeral,New,2025-05-19,2025-06-19
LEAD-002398,ADV-036,South Africa,KwaZulu-Natal,Life,New,2025-06-27,2025-07-09
LEAD-002399,ADV-066,Botswana,Gaborone,Funeral,Proposal,2024-10-23,2024-11-14
LEAD-002400,ADV-078,South Africa,Western Cape,Health,Contacted,2025-10-06,2025-10-10
LEAD-002401,ADV-011,South Africa,Western Cape,Life,New,2024-07-27,2024-09-09
LEAD-002402,ADV-046,Lesotho,Berea,Life,Meeting,2025-09-19,2025-10-01
LEAD-002403,ADV-059,South Africa,Eastern Cape,Life,Meeting,2026-05-18,2026-06-14
LEAD-002404,ADV-053,South Africa,Western Cape,Health,New,2025-10-21,2025-12-02
LEAD-002405,ADV-127,South Africa,Eastern Cape,Health,Closed Won,2024-09-11,2024-09-26
LEAD-002406,ADV-044,Namibia,Swakopmund,Investment,Contacted,2024-11-16,2024-11-23
LEAD-002407,ADV-002,South Africa,KwaZulu-Natal,Funeral,Closed Lost,2025-12-15,2025-12-24
LEAD-002408,ADV-057,Lesotho,Berea,Life,Meeting,2024-11-30,2025-01-02
LEAD-002409,ADV-042,South Africa,Eastern Cape,Funeral,Proposal,2025-03-28,2025-04-30
LEAD-002410,ADV-154,South Africa,Gauteng,Funeral,New,2026-04-08,2026-04-13
LEAD-002411,ADV-039,South Africa,Gauteng,Health,Contacted,2025-02-25,2025-03-10
LEAD-002412,ADV-036,South Africa,KwaZulu-Natal,Life,New,2025-03-23,2025-04-03
LEAD-002413,ADV-110,South Africa,KwaZulu-Natal,Life,Closed Lost,2026-04-20,2026-04-22
LEAD-002414,ADV-069,South Africa,KwaZulu-Natal,Funeral,Contacted,2026-01-09,2026-01-26
LEAD-002415,ADV-156,South Africa,Western Cape,Funeral,New,2025-06-01,2025-07-01
LEAD-002416,ADV-001,South Africa,KwaZulu-Natal,Life,New,2025-02-20,2025-03-25
LEAD-002417,ADV-004,South Africa,Eastern Cape,Funeral,Meeting,2026-05-09,2026-06-02
LEAD-002418,ADV-033,Namibia,Windhoek,Life,Meeting,2025-11-07,2025-12-18
LEAD-002419,ADV-051,Botswana,Gaborone,Life,Contacted,2026-02-25,2026-03-04
LEAD-002420,ADV-006,South Africa,Gauteng,Funeral,Closed Won,2026-02-13,2026-02-18
LEAD-002421,ADV-031,Botswana,Francistown,Funeral,Closed Won,2026-04-15,2026-05-06
LEAD-002422,ADV-064,South Africa,KwaZulu-Natal,Life,New,2025-03-09,2025-04-09
LEAD-002423,ADV-070,Lesotho,Maseru,Funeral,Contacted,2024-12-25,2025-01-16
LEAD-002424,ADV-092,Botswana,Gaborone,Life,Closed Won,2024-07-31,2024-08-24
LEAD-002425,ADV-098,South Africa,Gauteng,Funeral,New,2025-07-05,2025-07-07
LEAD-002426,ADV-043,Botswana,Gaborone,Life,Contacted,2025-01-15,2025-02-04
LEAD-002427,ADV-128,South Africa,Gauteng,Funeral,New,2025-12-10,2026-01-05
LEAD-002428,ADV-137,Lesotho,Maseru,Health,Meeting,2026-02-18,2026-03-14
LEAD-002429,ADV-101,South Africa,KwaZulu-Natal,Health,Contacted,2025-12-12,2026-01-18
LEAD-002430,ADV-092,Botswana,Gaborone,Investment,Meeting,2024-10-19,2024-11-15
LEAD-002431,ADV-105,South Africa,Western Cape,Health,Closed Won,2026-05-24,2026-06-20
LEAD-002432,ADV-096,South Africa,Gauteng,Funeral,Contacted,2025-02-05,2025-02-13
LEAD-002433,ADV-101,South Africa,KwaZulu-Natal,Health,Proposal,2025-03-16,2025-04-16
LEAD-002434,ADV-051,Botswana,Gaborone,Life,Proposal,2025-12-10,2026-01-09
LEAD-002435,ADV-140,Namibia,Swakopmund,Funeral,Contacted,2025-12-18,2025-12-25
LEAD-002436,ADV-021,Namibia,Swakopmund,Funeral,Proposal,2026-01-27,2026-02-25
LEAD-002437,ADV-099,South Africa,Western Cape,Funeral,Contacted,2024-11-25,2024-12-10
LEAD-002438,ADV-019,South Africa,Western Cape,Funeral,Meeting,2026-03-14,2026-03-25
LEAD-002439,ADV-070,Lesotho,Maseru,Life,Meeting,2026-05-01,2026-05-09
LEAD-002440,ADV-081,Namibia,Windhoek,Health,Meeting,2024-08-12,2024-08-15
LEAD-002441,ADV-040,South Africa,Eastern Cape,Life,Proposal,2025-08-25,2025-10-05
LEAD-002442,ADV-017,Lesotho,Berea,Funeral,Contacted,2024-07-14,2024-08-03
LEAD-002443,ADV-066,Botswana,Gaborone,Health,Meeting,2025-01-28,2025-02-20
LEAD-002444,ADV-007,Lesotho,Maseru,Funeral,Contacted,2026-01-02,2026-01-07
LEAD-002445,ADV-146,South Africa,KwaZulu-Natal,Life,New,2025-11-08,2025-11-11
LEAD-002446,ADV-053,South Africa,Western Cape,Funeral,Contacted,2026-03-09,2026-03-13
LEAD-002447,ADV-007,Lesotho,Maseru,Health,Contacted,2025-10-01,2025-11-03
LEAD-002448,ADV-093,Botswana,Francistown,Funeral,Proposal,2025-12-20,2025-12-20
LEAD-002449,ADV-018,Lesotho,Berea,Life,Closed Won,2026-03-22,2026-04-26
LEAD-002450,ADV-129,Lesotho,Maseru,Health,Meeting,2026-03-07,2026-03-12
LEAD-002451,ADV-024,South Africa,Western Cape,Health,Closed Lost,2025-07-24,2025-08-19
LEAD-002452,ADV-030,Botswana,Francistown,Health,Closed Won,2024-07-19,2024-07-28
LEAD-002453,ADV-066,Botswana,Gaborone,Life,Meeting,2025-06-19,2025-07-01
LEAD-002454,ADV-016,South Africa,Western Cape,Life,Closed Won,2025-05-12,2025-06-12
LEAD-002455,ADV-138,South Africa,Eastern Cape,Life,Contacted,2025-03-20,2025-03-30
LEAD-002456,ADV-120,Botswana,Francistown,Life,Meeting,2025-10-30,2025-11-15
LEAD-002457,ADV-158,Botswana,Gaborone,Health,Proposal,2024-08-19,2024-09-17
LEAD-002458,ADV-008,South Africa,Gauteng,Health,New,2026-01-04,2026-01-17
LEAD-002459,ADV-104,Botswana,Francistown,Funeral,Closed Won,2024-12-16,2024-12-25
LEAD-002460,ADV-034,South Africa,KwaZulu-Natal,Investment,Closed Lost,2026-04-27,2026-05-16
LEAD-002461,ADV-102,Botswana,Francistown,Funeral,New,2026-06-09,2026-06-20
LEAD-002462,ADV-024,South Africa,Western Cape,Investment,Proposal,2024-10-09,2024-10-11
LEAD-002463,ADV-109,South Africa,Gauteng,Funeral,Contacted,2026-01-28,2026-03-09
LEAD-002464,ADV-114,South Africa,KwaZulu-Natal,Funeral,Proposal,2025-03-22,2025-04-30
LEAD-002465,ADV-146,South Africa,KwaZulu-Natal,Life,Meeting,2025-12-21,2026-01-06
LEAD-002466,ADV-012,Lesotho,Maseru,Funeral,New,2025-07-13,2025-08-20
LEAD-002467,ADV-107,Lesotho,Maseru,Health,Meeting,2024-07-24,2024-08-19
LEAD-002468,ADV-089,South Africa,Western Cape,Funeral,Closed Won,2025-05-08,2025-05-15
LEAD-002469,ADV-027,South Africa,Eastern Cape,Funeral,Contacted,2026-01-06,2026-02-13
LEAD-002470,ADV-120,Botswana,Francistown,Funeral,Contacted,2025-05-26,2025-06-19
LEAD-002471,ADV-120,Botswana,Francistown,Funeral,Closed Lost,2026-01-18,2026-02-01
LEAD-002472,ADV-015,Botswana,Francistown,Funeral,Proposal,2024-11-10,2024-12-22
LEAD-002473,ADV-068,Lesotho,Berea,Funeral,New,2024-08-11,2024-09-21
LEAD-002474,ADV-043,Botswana,Gaborone,Funeral,Closed Lost,2025-09-26,2025-11-09
LEAD-002475,ADV-142,South Africa,Western Cape,Health,Closed Won,2025-03-14,2025-03-31
LEAD-002476,ADV-045,South Africa,KwaZulu-Natal,Investment,New,2024-12-28,2025-02-02
LEAD-002477,ADV-090,Botswana,Francistown,Health,Meeting,2024-12-05,2024-12-30
LEAD-002478,ADV-159,South Africa,Gauteng,Funeral,New,2024-11-21,2024-12-14
LEAD-002479,ADV-020,South Africa,Eastern Cape,Investment,Closed Won,2024-10-24,2024-12-04
LEAD-002480,ADV-011,South Africa,Western Cape,Health,Meeting,2026-05-20,2026-05-26
LEAD-002481,ADV-084,Lesotho,Berea,Funeral,Proposal,2025-06-24,2025-07-30
LEAD-002482,ADV-152,South Africa,Gauteng,Life,Closed Won,2026-06-02,2026-06-20
LEAD-002483,ADV-022,South Africa,Eastern Cape,Funeral,Closed Lost,2026-06-05,2026-06-20
LEAD-002484,ADV-134,South Africa,Western Cape,Investment,Meeting,2025-10-29,2025-11-05
LEAD-002485,ADV-033,Namibia,Windhoek,Investment,New,2025-02-07,2025-03-06
LEAD-002486,ADV-034,South Africa,KwaZulu-Natal,Funeral,Meeting,2026-04-30,2026-05-05
LEAD-002487,ADV-053,South Africa,Western Cape,Investment,Proposal,2024-09-26,2024-11-03
LEAD-002488,ADV-136,South Africa,Eastern Cape,Funeral,Contacted,2024-11-17,2024-11-28
LEAD-002489,ADV-028,Namibia,Swakopmund,Life,Closed Won,2026-03-19,2026-04-28
LEAD-002490,ADV-017,Lesotho,Berea,Life,Contacted,2026-03-12,2026-04-24
LEAD-002491,ADV-096,South Africa,Gauteng,Life,Closed Won,2025-07-28,2025-09-04
LEAD-002492,ADV-059,South Africa,Eastern Cape,Funeral,Contacted,2025-03-12,2025-04-01
LEAD-002493,ADV-038,South Africa,Eastern Cape,Health,Closed Won,2024-11-24,2024-12-09
LEAD-002494,ADV-138,South Africa,Eastern Cape,Health,Closed Lost,2025-09-25,2025-11-08
LEAD-002495,ADV-022,South Africa,Eastern Cape,Health,Meeting,2024-10-06,2024-11-02
LEAD-002496,ADV-017,Lesotho,Berea,Life,New,2024-07-25,2024-08-11
LEAD-002497,ADV-024,South Africa,Western Cape,Life,Closed Lost,2025-04-05,2025-04-11
LEAD-002498,ADV-133,South Africa,Gauteng,Life,Contacted,2025-03-04,2025-03-29
LEAD-002499,ADV-022,South Africa,Eastern Cape,Life,Proposal,2025-03-16,2025-04-15
LEAD-002500,ADV-037,South Africa,Eastern Cape,Funeral,Contacted,2026-01-17,2026-01-24
LEAD-002501,ADV-112,South Africa,Gauteng,Funeral,Proposal,2025-10-29,2025-11-02
LEAD-002502,ADV-018,Lesotho,Berea,Life,Contacted,2024-10-26,2024-11-12
LEAD-002503,ADV-160,Namibia,Swakopmund,Health,New,2024-11-02,2024-11-21
LEAD-002504,ADV-062,Lesotho,Berea,Funeral,Closed Won,2026-03-20,2026-04-04
LEAD-002505,ADV-001,South Africa,KwaZulu-Natal,Health,New,2024-12-31,2025-02-09
LEAD-002506,ADV-119,South Africa,Eastern Cape,Funeral,Contacted,2024-07-23,2024-08-25
LEAD-002507,ADV-031,Botswana,Francistown,Life,Meeting,2025-07-29,2025-08-30
LEAD-002508,ADV-059,South Africa,Eastern Cape,Funeral,Proposal,2025-01-19,2025-01-19
LEAD-002509,ADV-098,South Africa,Gauteng,Life,Contacted,2025-01-02,2025-02-02
LEAD-002510,ADV-049,Namibia,Swakopmund,Health,Meeting,2026-02-17,2026-02-24
LEAD-002511,ADV-055,South Africa,KwaZulu-Natal,Funeral,Meeting,2024-11-27,2024-12-09
LEAD-002512,ADV-095,South Africa,Western Cape,Funeral,Contacted,2025-03-18,2025-03-28
LEAD-002513,ADV-037,South Africa,Eastern Cape,Health,Proposal,2026-03-17,2026-04-03
LEAD-002514,ADV-140,Namibia,Swakopmund,Life,New,2025-11-28,2026-01-09
LEAD-002515,ADV-123,Namibia,Windhoek,Investment,Proposal,2026-01-18,2026-02-25
