policy_id,market,product_type,channel,advisor_id,issue_date,premium
POL-002484,Botswana,Funeral,Independent Broker,ADV-032,2025-12-24,69.72
POL-002488,South Africa,Life,Bancassurance,ADV-070,2026-01-30,1073.75
POL-002490,South Africa,Life,Tied Advisor,ADV-038,2024-08-14,227.12
POL-002493,Namibia,Funeral,Tied Advisor,ADV-013,2025-01-07,219.19
POL-002498,South Africa,Funeral,Independent Broker,ADV-042,2025-09-07,499.16
POL-002499,Namibia,Health,Tied Advisor,ADV-096,2026-03-12,239.15
POL-002500,Botswana,Life,Independent Broker,ADV-047,2025-08-26,133.83
POL-002504,South Africa,Funeral,Independent Broker,ADV-019,2025-09-17,145.06
POL-002505,Namibia,Funeral,Independent Broker,ADV-147,2025-03-26,130.08
POL-002507,Botswana,Health,Tied Advisor,ADV-159,2025-07-10,70.9
POL-002509,South Africa,Life,Bancassurance,ADV-132,2025-04-25,118.97
POL-002512,Namibia,Life,Tied Advisor,ADV-030,2025-08-09,224.17
POL-002514,Botswana,Funeral,Tied Advisor,ADV-106,2024-07-26,1025.99
POL-002518,South Africa,Life,Tied Advisor,ADV-141,2024-10-11,496.57
POL-002519,South Africa,Health,Tied Advisor,ADV-117,2025-03-30,478.86
POL-002520,Lesotho,Investment,Bancassurance,ADV-044,2025-10-09,132.82
POL-002523,South Africa,Investment,Bancassurance,ADV-133,2026-02-13,461.82
POL-002525,South Africa,Investment,Bancassurance,ADV-050,2024-09-23,64.43
POL-002527,Lesotho,Health,Bancassurance,ADV-080,2025-08-21,115.69
POL-002532,South Africa,Health,Tied Advisor,ADV-106,2025-04-11,163.9
POL-002536,Lesotho,Health,Bancassurance,ADV-046,2025-07-09,199.98
POL-002538,Botswana,Funeral,Direct Digital,ADV-138,2026-03-30,258.05
POL-002545,Namibia,Health,Tied Advisor,ADV-016,2025-06-07,151.94
POL-002546,Namibia,Life,Direct Digital,ADV-006,2024-12-04,75.61
POL-002552,South Africa,Life,Direct Digital,ADV-022,2025-05-11,139.44
POL-002554,South Africa,Health,Tied Advisor,ADV-130,2025-05-07,73.52
POL-002555,South Africa,Life,Tied Advisor,ADV-095,2025-06-07,152.95
POL-002558,South Africa,Health,Bancassurance,ADV-118,2025-11-17,77.62
POL-002559,Lesotho,Health,Tied Advisor,ADV-016,2025-07-23,204.35
POL-002560,South Africa,Life,Tied Advisor,ADV-038,2026-02-15,132.7
POL-002562,South Africa,Funeral,Direct Digital,ADV-085,2024-08-14,412.35
POL-002566,Botswana,Investment,Independent Broker,ADV-077,2025-05-06,143.79
POL-002567,Botswana,Funeral,Independent Broker,ADV-159,2025-02-06,75.32
POL-002568,Namibia,Health,Tied Advisor,ADV-152,2025-12-04,1294.98
POL-002569,South Africa,Funeral,Direct Digital,ADV-027,2024-08-22,58.78
POL-002572,South Africa,Life,Tied Advisor,ADV-136,2024-12-19,131.96
POL-002573,South Africa,Life,Tied Advisor,ADV-139,2026-01-08,66.02
POL-002575,Botswana,Life,Tied Advisor,ADV-097,2024-12-12,70.86
POL-002578,Namibia,Funeral,Tied Advisor,ADV-137,2025-06-16,125.47
POL-002580,Namibia,Funeral,Independent Broker,ADV-126,2025-11-05,231.57
POL-002581,Botswana,Funeral,Tied Advisor,ADV-136,2026-05-24,129.95
POL-002587,Botswana,Funeral,Tied Advisor,ADV-106,2024-10-14,453.03
POL-002590,South Africa,Funeral,Tied Advisor,ADV-132,2025-05-02,2530.03
POL-002591,South Africa,Funeral,Independent Broker,ADV-115,2025-04-04,68.25
POL-002594,Botswana,Funeral,Tied Advisor,ADV-095,2025-04-15,152.3
POL-002598,South Africa,Funeral,Independent Broker,ADV-141,2024-12-15,151.12
POL-002599,South Africa,Funeral,Tied Advisor,ADV-009,2024-11-05,1157.25
POL-002602,South Africa,Life,Independent Broker,ADV-115,2025-06-02,61.32
POL-002607,Lesotho,Funeral,Bancassurance,ADV-136,2024-08-12,60.84
POL-002608,Lesotho,Life,Direct Digital,ADV-033,2024-08-25,77.25
POL-002609,South Africa,Health,Independent Broker,ADV-003,2025-12-18,161.28
POL-002611,Namibia,Health,Bancassurance,ADV-041,2025-04-07,61.87
POL-002613,Lesotho,Health,Independent Broker,ADV-019,2026-04-13,134.98
POL-002614,South Africa,Investment,Bancassurance,ADV-106,2026-01-13,81.82
POL-002616,Namibia,Funeral,Tied Advisor,ADV-123,2025-01-30,498.55
POL-002619,South Africa,Investment,Tied Advisor,ADV-044,2026-03-04,122.53
POL-002620,Lesotho,Health,Tied Advisor,ADV-089,2025-03-02,82.47
POL-002623,Namibia,Funeral,Direct Digital,ADV-143,2024-10-23,125.8
POL-002625,South Africa,Life,Bancassurance,ADV-033,2025-08-10,73.09
POL-002629,Namibia,Funeral,Independent Broker,ADV-056,2025-01-12,82.75
POL-002635,South Africa,Funeral,Direct Digital,ADV-111,2026-03-01,207.29
POL-002639,Botswana,Funeral,Bancassurance,ADV-152,2026-02-04,549.45
POL-002647,South Africa,Funeral,Tied Advisor,ADV-029,2025-03-18,79.3
POL-002649,Botswana,Funeral,Direct Digital,ADV-075,2025-11-30,200.72
POL-002651,Lesotho,Funeral,Tied Advisor,ADV-034,2025-09-09,392.9
POL-002652,Botswana,Funeral,Tied Advisor,ADV-043,2025-03-04,71.95
POL-002654,Lesotho,Life,Tied Advisor,ADV-023,2024-10-21,420.51
POL-002655,Botswana,Life,Bancassurance,ADV-074,2026-06-06,58.72
POL-002656,Botswana,Health,Tied Advisor,ADV-096,2024-11-13,147.77
POL-002659,South Africa,Investment,Tied Advisor,ADV-017,2025-10-24,139.57
POL-002663,Lesotho,Life,Direct Digital,ADV-094,2025-08-09,117.39
POL-002664,Botswana,Funeral,Tied Advisor,ADV-051,2026-04-06,128.73
POL-002665,Namibia,Funeral,Direct Digital,ADV-049,2024-12-27,76.76
POL-002668,South Africa,Health,Independent Broker,ADV-010,2024-10-16,64.19
POL-002672,South Africa,Funeral,Independent Broker,ADV-019,2026-02-16,74.67
POL-002673,Botswana,Funeral,Independent Broker,ADV-005,2025-09-28,162.09
POL-002675,South Africa,Investment,Tied Advisor,ADV-010,2024-09-28,59.67
POL-002677,South Africa,Life,Independent Broker,ADV-036,2025-08-14,66.93
POL-002679,Namibia,Funeral,Tied Advisor,ADV-036,2024-09-03,1034.43
POL-002680,South Africa,Investment,Independent Broker,ADV-066,2025-02-09,76.2
POL-002681,South Africa,Investment,Independent Broker,ADV-069,2025-08-01,237.34
POL-002682,South Africa,Health,Tied Advisor,ADV-096,2025-01-27,64.73
POL-002684,South Africa,Funeral,Tied Advisor,ADV-159,2025-03-01,123.08
POL-002686,South Africa,Funeral,Bancassurance,ADV-159,2025-02-17,225.67
POL-002687,South Africa,Life,Tied Advisor,ADV-046,2026-03-19,71.69
POL-002689,South Africa,Investment,Direct Digital,ADV-011,2025-12-05,210.16
POL-002692,South Africa,Funeral,Tied Advisor,ADV-110,2025-10-26,125.74
POL-002693,Lesotho,Investment,Tied Advisor,ADV-100,2025-02-12,240.11
POL-002697,South Africa,Life,Tied Advisor,ADV-041,2025-07-19,194.91
POL-002701,South Africa,Funeral,Tied Advisor,ADV-105,2024-07-22,239.07
POL-002704,Namibia,Health,Independent Broker,ADV-139,2024-10-13,214.22
POL-002705,Lesotho,Life,Bancassurance,ADV-097,2025-12-09,259.98
POL-002706,South Africa,Life,Tied Advisor,ADV-089,2024-07-11,964.22
POL-002712,Botswana,Life,Direct Digital,ADV-078,2025-12-12,1008.68
POL-002713,Lesotho,Funeral,Tied Advisor,ADV-082,2025-02-25,273.52
POL-002714,Lesotho,Funeral,Tied Advisor,ADV-048,2025-04-19,1064.08
POL-002715,Botswana,Health,Tied Advisor,ADV-050,2026-04-14,420.75
POL-002716,South Africa,Life,Tied Advisor,ADV-096,2025-10-26,238.39
POL-002719,South Africa,Life,Tied Advisor,ADV-094,2025-02-11,143.29
POL-002720,South Africa,Life,Tied Advisor,ADV-096,2026-01-10,505.44
POL-002721,South Africa,Funeral,Independent Broker,ADV-131,2024-12-21,76.14
POL-002722,South Africa,Life,Independent Broker,ADV-017,2025-10-09,1264.91
POL-002723,South Africa,Life,Tied Advisor,ADV-074,2024-07-05,220.13
POL-002726,South Africa,Life,Direct Digital,ADV-120,2024-10-31,67.0
POL-002729,South Africa,Funeral,Direct Digital,ADV-114,2025-11-05,60.36
POL-002730,Namibia,Investment,Tied Advisor,ADV-126,2024-10-04,79.26
POL-002732,South Africa,Health,Independent Broker,ADV-117,2025-06-17,978.24
POL-002733,South Africa,Funeral,Independent Broker,ADV-050,2025-02-17,245.2
POL-002735,Lesotho,Investment,Tied Advisor,ADV-006,2026-05-10,2716.84
POL-002740,Botswana,Investment,Direct Digital,ADV-094,2025-02-02,116.1
POL-002742,South Africa,Health,Independent Broker,ADV-061,2024-12-26,138.19
POL-002743,Botswana,Health,Tied Advisor,ADV-015,2025-03-28,126.92
POL-002746,Namibia,Funeral,Bancassurance,ADV-040,2026-05-24,69.77
POL-002747,Namibia,Life,Bancassurance,ADV-085,2024-12-28,454.59
POL-002749,Botswana,Funeral,Tied Advisor,ADV-019,2025-02-23,124.62
POL-002751,South Africa,Funeral,Direct Digital,ADV-054,2024-07-31,121.15
POL-002753,Namibia,Life,Direct Digital,ADV-115,2024-08-22,410.62
POL-002754,Lesotho,Funeral,Independent Broker,ADV-055,2025-06-26,251.75
POL-002755,South Africa,Funeral,Tied Advisor,ADV-065,2025-05-21,274.64
POL-002756,South Africa,Funeral,Tied Advisor,ADV-035,2025-04-12,452.33
POL-002757,South Africa,Life,Tied Advisor,ADV-022,2025-01-01,140.98
POL-002758,Namibia,Funeral,Tied Advisor,ADV-139,2025-05-01,119.74
POL-002759,Botswana,Health,Bancassurance,ADV-016,2025-12-23,61.7
POL-002760,South Africa,Health,Tied Advisor,ADV-027,2025-11-12,71.24
POL-002761,Namibia,Funeral,Tied Advisor,ADV-132,2025-04-30,1378.21
POL-002765,Lesotho,Investment,Independent Broker,ADV-117,2024-07-13,198.21
POL-002766,South Africa,Funeral,Bancassurance,ADV-051,2024-06-20,1264.69
POL-002769,Namibia,Health,Bancassurance,ADV-109,2025-02-03,240.09
POL-002775,Botswana,Funeral,Tied Advisor,ADV-033,2025-02-16,413.4
POL-002780,Botswana,Funeral,Bancassurance,ADV-102,2026-06-09,458.85
POL-002781,Botswana,Investment,Independent Broker,ADV-085,2025-10-09,399.81
POL-002784,South Africa,Life,Tied Advisor,ADV-102,2026-01-24,214.26
POL-002785,Namibia,Health,Independent Broker,ADV-157,2025-01-10,1094.82
POL-002788,South Africa,Life,Bancassurance,ADV-109,2025-10-06,160.71
POL-002793,Botswana,Funeral,Tied Advisor,ADV-020,2025-10-07,65.02
POL-002797,Botswana,Funeral,Tied Advisor,ADV-069,2024-07-13,82.08
POL-002798,South Africa,Investment,Tied Advisor,ADV-130,2025-06-08,74.33
POL-002803,Namibia,Life,Bancassurance,ADV-028,2024-11-28,163.84
POL-002804,South Africa,Funeral,Tied Advisor,ADV-122,2024-12-05,152.7
POL-002806,South Africa,Health,Bancassurance,ADV-052,2024-07-15,71.02
POL-002809,South Africa,Investment,Bancassurance,ADV-125,2025-10-03,60.73
POL-002811,South Africa,Health,Direct Digital,ADV-021,2025-02-05,165.56
POL-002816,South Africa,Investment,Independent Broker,ADV-122,2024-07-11,148.69
POL-002817,Namibia,Health,Tied Advisor,ADV-026,2024-09-28,158.78
POL-002820,South Africa,Funeral,Tied Advisor,ADV-133,2026-05-15,74.97
POL-002821,South Africa,Health,Bancassurance,ADV-081,2024-12-28,82.15
POL-002826,South Africa,Life,Independent Broker,ADV-122,2025-08-25,66.41
POL-002828,South Africa,Life,Independent Broker,ADV-106,2026-06-07,479.53
POL-002829,South Africa,Funeral,Tied Advisor,ADV-012,2026-03-04,121.7
POL-002830,South Africa,Funeral,Bancassurance,ADV-158,2025-05-12,62.04
POL-002833,South Africa,Investment,Direct Digital,ADV-100,2025-12-30,1283.94
POL-002834,Lesotho,Health,Independent Broker,ADV-063,2025-10-13,68.12
POL-002835,South Africa,Health,Direct Digital,ADV-123,2025-07-06,204.16
POL-002838,South Africa,Health,Direct Digital,ADV-106,2025-04-15,70.48
POL-002840,Namibia,Funeral,Tied Advisor,ADV-120,2024-11-12,135.66
POL-002843,Namibia,Funeral,Tied Advisor,ADV-106,2026-01-21,2091.32
POL-002844,South Africa,Funeral,Tied Advisor,ADV-133,2025-10-19,130.4
POL-002846,South Africa,Funeral,Tied Advisor,ADV-046,2025-01-05,214.33
POL-002848,South Africa,Health,Direct Digital,ADV-155,2025-01-18,418.56
POL-002850,South Africa,Funeral,Bancassurance,ADV-050,2026-01-06,59.56
POL-002852,South Africa,Life,Tied Advisor,ADV-007,2024-12-18,1201.22
POL-002853,Namibia,Funeral,Bancassurance,ADV-111,2024-10-18,2045.62
POL-002855,South Africa,Health,Independent Broker,ADV-050,2025-08-28,76.32
POL-002857,Botswana,Health,Tied Advisor,ADV-023,2025-12-19,70.34
POL-002862,Botswana,Funeral,Independent Broker,ADV-145,2024-12-18,2063.69
POL-002863,Namibia,Health,Tied Advisor,ADV-081,2025-02-16,63.64
POL-002864,Botswana,Life,Independent Broker,ADV-040,2025-09-05,132.12
POL-002865,South Africa,Funeral,Independent Broker,ADV-002,2026-04-15,132.9
POL-002868,Botswana,Life,Bancassurance,ADV-021,2026-01-13,72.56
POL-002870,Namibia,Funeral,Direct Digital,ADV-071,2025-03-14,430.64
POL-002871,South Africa,Funeral,Bancassurance,ADV-160,2025-01-12,120.85
POL-002872,Botswana,Life,Tied Advisor,ADV-083,2026-05-29,259.48
POL-002875,South Africa,Life,Tied Advisor,ADV-122,2026-01-17,237.63
POL-002878,Namibia,Funeral,Direct Digital,ADV-063,2024-09-01,201.06
POL-002879,South Africa,Funeral,Independent Broker,ADV-051,2025-09-22,1170.53
POL-002880,South Africa,Funeral,Tied Advisor,ADV-038,2025-04-13,79.5
POL-002882,South Africa,Funeral,Independent Broker,ADV-092,2026-01-10,121.22
POL-002884,South Africa,Funeral,Tied Advisor,ADV-084,2025-12-03,58.85
POL-002890,South Africa,Life,Direct Digital,ADV-104,2025-01-21,78.88
POL-002894,Botswana,Investment,Independent Broker,ADV-079,2026-04-06,209.4
POL-002896,Namibia,Funeral,Independent Broker,ADV-093,2025-03-14,141.06
POL-002897,South Africa,Funeral,Tied Advisor,ADV-096,2024-08-20,1170.76
POL-002898,South Africa,Life,Independent Broker,ADV-154,2025-08-11,117.86
POL-002900,Botswana,Life,Independent Broker,ADV-123,2026-01-01,2755.21
POL-002903,South Africa,Health,Tied Advisor,ADV-156,2025-12-23,433.92
POL-002906,South Africa,Funeral,Tied Advisor,ADV-088,2024-09-21,66.96
POL-002908,Lesotho,Funeral,Direct Digital,ADV-084,2025-07-30,59.64
POL-002910,South Africa,Life,Direct Digital,ADV-111,2025-02-26,1170.11
POL-002911,Botswana,Funeral,Independent Broker,ADV-128,2025-08-14,131.15
POL-002914,Lesotho,Investment,Bancassurance,ADV-141,2024-09-10,1335.36
POL-002915,Lesotho,Life,Bancassurance,ADV-013,2026-01-28,136.66
POL-002920,South Africa,Funeral,Independent Broker,ADV-011,2026-06-09,125.56
POL-002921,South Africa,Investment,Tied Advisor,ADV-028,2024-09-29,158.57
POL-002923,South Africa,Life,Independent Broker,ADV-091,2025-10-15,82.83
POL-002925,Botswana,Health,Tied Advisor,ADV-065,2025-11-06,1019.87
POL-002927,Namibia,Funeral,Independent Broker,ADV-148,2024-11-05,118.12
POL-002928,South Africa,Funeral,Tied Advisor,ADV-142,2025-10-14,467.97
POL-002929,Lesotho,Funeral,Tied Advisor,ADV-077,2025-10-28,512.58
POL-002933,Botswana,Health,Tied Advisor,ADV-104,2024-09-06,69.69
POL-002935,South Africa,Funeral,Bancassurance,ADV-144,2026-06-17,63.57
POL-002936,South Africa,Health,Direct Digital,ADV-071,2024-08-17,144.21
POL-002940,Namibia,Funeral,Independent Broker,ADV-048,2025-06-28,120.59
POL-002942,Botswana,Investment,Tied Advisor,ADV-039,2025-09-11,155.08
POL-002943,Botswana,Funeral,Independent Broker,ADV-056,2024-06-23,63.16
POL-002951,South Africa,Health,Tied Advisor,ADV-115,2025-06-24,63.32
POL-002954,Lesotho,Life,Tied Advisor,ADV-153,2025-04-07,120.97
POL-002961,South Africa,Funeral,Tied Advisor,ADV-085,2024-10-06,240.72
POL-002967,South Africa,Life,Direct Digital,ADV-036,2025-04-23,192.65
POL-002968,South Africa,Investment,Bancassurance,ADV-091,2025-05-13,155.76
POL-002971,South Africa,Funeral,Direct Digital,ADV-066,2026-04-08,216.75
POL-002974,South Africa,Investment,Tied Advisor,ADV-115,2026-02-11,165.74
POL-002975,South Africa,Life,Direct Digital,ADV-038,2024-09-22,213.84
POL-002978,South Africa,Life,Tied Advisor,ADV-144,2025-08-07,127.49
POL-002986,Botswana,Investment,Tied Advisor,ADV-060,2025-04-04,2308.31
POL-002987,South Africa,Life,Bancassurance,ADV-113,2025-01-08,245.27
POL-002988,South Africa,Investment,Tied Advisor,ADV-119,2025-10-14,69.0
POL-002991,Namibia,Life,Bancassurance,ADV-022,2024-10-08,240.65
POL-002997,South Africa,Health,Tied Advisor,ADV-135,2025-02-13,233.45
POL-003000,South Africa,Funeral,Bancassurance,ADV-130,2026-06-05,261.97
POL-003001,South Africa,Health,Direct Digital,ADV-113,2026-03-17,68.26
POL-003005,South Africa,Life,Independent Broker,ADV-124,2024-07-29,115.86
POL-003006,Botswana,Health,Tied Advisor,ADV-055,2024-12-02,456.33
POL-003010,Lesotho,Funeral,Independent Broker,ADV-095,2026-05-19,62.35
POL-003013,South Africa,Funeral,Bancassurance,ADV-140,2024-08-02,164.26
POL-003014,Botswana,Health,Tied Advisor,ADV-050,2025-11-02,117.77
POL-003015,Botswana,Funeral,Tied Advisor,ADV-143,2025-07-29,60.16
POL-003017,Namibia,Life,Direct Digital,ADV-040,2025-03-06,64.12
POL-003021,South Africa,Health,Tied Advisor,ADV-133,2025-06-29,1141.17
POL-003022,South Africa,Funeral,Bancassurance,ADV-134,2025-10-28,71.37
POL-003023,South Africa,Health,Independent Broker,ADV-087,2024-07-23,63.94
POL-003031,South Africa,Life,Tied Advisor,ADV-015,2025-03-15,262.8
POL-003032,South Africa,Funeral,Tied Advisor,ADV-111,2025-08-28,2669.25
POL-003033,South Africa,Health,Tied Advisor,ADV-067,2025-03-18,122.18
POL-003034,South Africa,Health,Bancassurance,ADV-145,2026-01-16,525.98
POL-003036,Namibia,Funeral,Tied Advisor,ADV-084,2024-11-04,234.81
POL-003040,South Africa,Funeral,Direct Digital,ADV-008,2024-07-15,428.09
POL-003043,Lesotho,Funeral,Tied Advisor,ADV-027,2025-09-26,2568.59
POL-003047,South Africa,Funeral,Independent Broker,ADV-030,2025-03-02,76.64
POL-003048,South Africa,Life,Bancassurance,ADV-126,2024-10-01,76.11
POL-003049,South Africa,Funeral,Tied Advisor,ADV-077,2025-01-25,228.55
POL-003050,South Africa,Life,Independent Broker,ADV-050,2025-09-15,243.21
POL-003054,South Africa,Investment,Tied Advisor,ADV-104,2025-07-24,125.44
POL-003056,Namibia,Funeral,Independent Broker,ADV-013,2025-04-02,250.54
POL-003058,South Africa,Life,Bancassurance,ADV-100,2026-02-10,448.88
POL-003060,Namibia,Funeral,Tied Advisor,ADV-147,2026-05-31,418.13
POL-003066,Namibia,Life,Independent Broker,ADV-003,2025-05-02,215.8
POL-003068,Lesotho,Life,Tied Advisor,ADV-083,2025-08-01,118.92
POL-003069,Namibia,Investment,Tied Advisor,ADV-048,2026-04-15,428.72
POL-003072,Namibia,Health,Tied Advisor,ADV-149,2024-07-01,79.75
POL-003073,South Africa,Health,Tied Advisor,ADV-065,2025-10-17,462.57
POL-003074,South Africa,Funeral,Direct Digital,ADV-059,2025-12-16,128.85
POL-003079,South Africa,Life,Direct Digital,ADV-082,2024-07-10,74.06
POL-003081,South Africa,Health,Bancassurance,ADV-119,2025-02-05,63.72
POL-003088,Namibia,Investment,Direct Digital,ADV-126,2025-05-12,995.48
POL-003089,Lesotho,Health,Independent Broker,ADV-021,2025-03-15,204.37
POL-003092,Namibia,Health,Independent Broker,ADV-139,2025-07-14,463.51
POL-003093,Botswana,Funeral,Independent Broker,ADV-015,2025-07-02,77.15
POL-003095,Lesotho,Life,Tied Advisor,ADV-039,2025-05-25,141.38
POL-003096,Namibia,Funeral,Tied Advisor,ADV-138,2025-05-27,243.79
POL-003100,Lesotho,Health,Bancassurance,ADV-056,2024-09-29,276.02
POL-003101,Namibia,Funeral,Bancassurance,ADV-119,2025-10-10,225.72
POL-003109,South Africa,Funeral,Direct Digital,ADV-081,2024-10-22,150.48
POL-003110,Namibia,Health,Independent Broker,ADV-097,2025-02-03,2573.25
POL-003114,South Africa,Life,Independent Broker,ADV-039,2026-03-01,986.73
POL-003119,Botswana,Life,Bancassurance,ADV-145,2026-02-08,64.87
POL-003120,Botswana,Health,Tied Advisor,ADV-015,2026-03-11,59.84
POL-003124,South Africa,Life,Tied Advisor,ADV-137,2025-08-20,416.92
POL-003129,South Africa,Funeral,Tied Advisor,ADV-143,2025-11-09,75.0
POL-003130,Botswana,Funeral,Independent Broker,ADV-080,2025-08-24,75.22
POL-003131,South Africa,Funeral,Tied Advisor,ADV-005,2025-02-14,256.95
POL-003133,Namibia,Funeral,Tied Advisor,ADV-126,2025-04-01,464.81
POL-003134,Lesotho,Funeral,Bancassurance,ADV-133,2024-11-12,63.03
POL-003135,South Africa,Life,Bancassurance,ADV-117,2025-08-30,159.05
POL-003137,South Africa,Investment,Independent Broker,ADV-082,2025-10-11,214.94
POL-003138,Namibia,Health,Independent Broker,ADV-027,2025-01-18,134.17
POL-003139,Lesotho,Funeral,Tied Advisor,ADV-111,2025-04-16,61.72
POL-003141,South Africa,Life,Independent Broker,ADV-101,2025-09-28,76.13
POL-003146,South Africa,Funeral,Independent Broker,ADV-025,2024-08-05,135.61
POL-003147,South Africa,Health,Independent Broker,ADV-126,2026-02-03,122.52
POL-003148,South Africa,Funeral,Tied Advisor,ADV-105,2026-05-24,2084.71
POL-003150,Botswana,Investment,Tied Advisor,ADV-059,2026-04-26,75.88
POL-003152,South Africa,Health,Bancassurance,ADV-155,2025-03-12,165.64
POL-003154,South Africa,Life,Tied Advisor,ADV-131,2025-08-03,255.22
POL-003156,Botswana,Health,Bancassurance,ADV-116,2025-11-01,202.06
POL-003162,Namibia,Investment,Bancassurance,ADV-014,2024-10-09,119.33
POL-003166,South Africa,Funeral,Independent Broker,ADV-147,2025-08-17,979.73
POL-003169,Lesotho,Life,Bancassurance,ADV-135,2026-04-06,68.23
POL-003172,South Africa,Investment,Direct Digital,ADV-128,2025-09-07,74.85
POL-003176,South Africa,Investment,Independent Broker,ADV-149,2026-05-05,127.87
POL-003177,South Africa,Health,Direct Digital,ADV-049,2025-07-09,2495.43
POL-003178,Namibia,Funeral,Bancassurance,ADV-150,2026-03-21,497.03
POL-003180,Namibia,Funeral,Tied Advisor,ADV-010,2024-07-05,131.43
POL-003182,Lesotho,Life,Tied Advisor,ADV-099,2025-01-10,119.45
POL-003185,South Africa,Funeral,Tied Advisor,ADV-075,2025-09-13,236.23
POL-003187,South Africa,Investment,Direct Digital,ADV-151,2026-06-07,2154.73
POL-003188,Lesotho,Funeral,Bancassurance,ADV-144,2025-11-21,81.83
POL-003195,South Africa,Health,Tied Advisor,ADV-129,2026-03-29,1986.97
POL-003196,Lesotho,Life,Tied Advisor,ADV-108,2024-11-03,142.71
POL-003198,Botswana,Funeral,Bancassurance,ADV-058,2024-12-28,500.74
POL-003201,South Africa,Funeral,Bancassurance,ADV-093,2024-09-08,59.8
POL-003204,Lesotho,Life,Tied Advisor,ADV-029,2025-08-05,418.01
POL-003207,South Africa,Funeral,Tied Advisor,ADV-060,2026-06-18,65.81
POL-003209,South Africa,Life,Tied Advisor,ADV-054,2024-10-05,147.95
POL-003212,Botswana,Life,Tied Advisor,ADV-004,2025-03-28,77.14
POL-003213,South Africa,Life,Tied Advisor,ADV-114,2025-12-15,135.03
POL-003215,South Africa,Funeral,Independent Broker,ADV-077,2026-05-05,143.97
POL-003217,South Africa,Life,Tied Advisor,ADV-006,2026-05-25,137.93
POL-003219,Botswana,Life,Tied Advisor,ADV-027,2025-04-18,118.4
POL-003222,Namibia,Life,Bancassurance,ADV-006,2026-03-27,151.55
POL-003224,South Africa,Funeral,Independent Broker,ADV-018,2025-10-24,62.68
POL-003226,South Africa,Life,Tied Advisor,ADV-037,2024-09-13,61.72
POL-003229,Lesotho,Health,Bancassurance,ADV-077,2025-01-08,254.77
POL-003236,South Africa,Investment,Direct Digital,ADV-116,2024-08-28,1098.68
POL-003240,South Africa,Health,Tied Advisor,ADV-062,2025-01-19,76.23
POL-003254,Botswana,Life,Independent Broker,ADV-088,2026-06-19,139.64
POL-003259,South Africa,Life,Tied Advisor,ADV-033,2026-05-30,243.02
POL-003261,South Africa,Health,Independent Broker,ADV-030,2024-12-12,59.1
POL-003263,South Africa,Funeral,Tied Advisor,ADV-035,2024-12-03,1204.02
POL-003264,South Africa,Funeral,Tied Advisor,ADV-121,2025-11-08,539.96
POL-003267,Botswana,Funeral,Bancassurance,ADV-121,2024-11-20,1084.31
POL-003268,South Africa,Life,Tied Advisor,ADV-145,2025-09-29,122.48
POL-003269,Namibia,Life,Direct Digital,ADV-014,2024-12-07,206.9
POL-003270,Botswana,Funeral,Tied Advisor,ADV-053,2024-10-13,116.37
POL-003273,South Africa,Investment,Tied Advisor,ADV-059,2025-01-22,224.38
POL-003281,Botswana,Life,Bancassurance,ADV-036,2024-12-25,116.44
POL-003284,South Africa,Funeral,Direct Digital,ADV-036,2025-01-18,227.41
POL-003288,Botswana,Funeral,Tied Advisor,ADV-014,2024-06-24,132.46
POL-003290,South Africa,Funeral,Independent Broker,ADV-138,2025-10-06,62.59
POL-003293,South Africa,Life,Independent Broker,ADV-047,2024-10-18,75.96
POL-003297,South Africa,Life,Tied Advisor,ADV-013,2025-09-05,1949.43
POL-003299,South Africa,Life,Tied Advisor,ADV-083,2025-01-07,552.4
POL-003304,South Africa,Health,Direct Digital,ADV-097,2025-04-15,966.11
POL-003305,South Africa,Funeral,Independent Broker,ADV-018,2025-04-24,137.82
POL-003307,Botswana,Life,Bancassurance,ADV-149,2025-05-01,67.11
POL-003308,South Africa,Funeral,Independent Broker,ADV-129,2024-12-23,240.91
POL-003309,Namibia,Life,Independent Broker,ADV-015,2024-11-05,77.78
POL-003313,Botswana,Health,Independent Broker,ADV-149,2025-07-22,141.1
POL-003317,Lesotho,Health,Independent Broker,ADV-122,2026-06-19,118.69
POL-003319,Namibia,Investment,Tied Advisor,ADV-154,2025-05-10,122.84
POL-003321,Lesotho,Funeral,Bancassurance,ADV-097,2026-05-10,157.86
POL-003325,Namibia,Funeral,Tied Advisor,ADV-113,2025-02-08,72.47
POL-003329,Botswana,Health,Direct Digital,ADV-118,2026-01-16,78.48
POL-003335,Lesotho,Health,Independent Broker,ADV-121,2025-10-22,2269.31
POL-003339,Botswana,Funeral,Independent Broker,ADV-129,2025-07-12,68.91
POL-003340,South Africa,Health,Tied Advisor,ADV-097,2025-12-30,59.62
POL-003342,South Africa,Funeral,Bancassurance,ADV-003,2025-08-18,121.63
POL-003343,South Africa,Funeral,Bancassurance,ADV-132,2025-06-22,271.85
POL-003345,South Africa,Health,Direct Digital,ADV-026,2025-12-08,70.25
POL-003347,South Africa,Funeral,Tied Advisor,ADV-101,2025-04-18,66.69
POL-003348,South Africa,Funeral,Bancassurance,ADV-128,2025-11-26,208.3
POL-003351,South Africa,Health,Tied Advisor,ADV-041,2025-09-28,73.73
POL-003353,Lesotho,Funeral,Bancassurance,ADV-138,2025-04-22,155.16
POL-003354,South Africa,Life,Bancassurance,ADV-102,2024-11-03,61.8
