client_id,market,tier,month,engagement_score
CLI-001310,South Africa,Diamond,2026-05-01,51.8
CLI-001310,South Africa,Diamond,2026-06-01,60.6
CLI-001311,South Africa,Blue,2026-01-01,68.5
CLI-001311,South Africa,Blue,2026-02-01,78.3
CLI-001311,South Africa,Blue,2026-03-01,55.2
CLI-001311,South Africa,Blue,2026-04-01,58.5
CLI-001311,South Africa,Blue,2026-05-01,71.4
CLI-001311,South Africa,Blue,2026-06-01,69.4
CLI-001312,South Africa,Bronze,2026-01-01,66.6
CLI-001312,South Africa,Bronze,2026-02-01,66.4
CLI-001312,South Africa,Bronze,2026-03-01,59.5
CLI-001312,South Africa,Bronze,2026-04-01,58.6
CLI-001312,South Africa,Bronze,2026-05-01,62.8
CLI-001312,South Africa,Bronze,2026-06-01,64.3
CLI-001313,South Africa,Gold,2026-01-01,77.4
CLI-001313,South Africa,Gold,2026-02-01,76.9
CLI-001313,South Africa,Gold,2026-03-01,78.0
CLI-001313,South Africa,Gold,2026-04-01,59.1
CLI-001313,South Africa,Gold,2026-05-01,68.4
CLI-001313,South Africa,Gold,2026-06-01,69.5
CLI-001314,Botswana,Blue,2026-01-01,65.1
CLI-001314,Botswana,Blue,2026-02-01,62.1
CLI-001314,Botswana,Blue,2026-03-01,71.1
CLI-001314,Botswana,Blue,2026-04-01,54.0
CLI-001314,Botswana,Blue,2026-05-01,69.5
CLI-001314,Botswana,Blue,2026-06-01,54.7
CLI-001315,South Africa,Gold,2026-01-01,86.6
CLI-001315,South Africa,Gold,2026-02-01,84.1
CLI-001315,South Africa,Gold,2026-03-01,80.8
CLI-001315,South Africa,Gold,2026-04-01,86.2
CLI-001315,South Africa,Gold,2026-05-01,84.7
CLI-001315,South Africa,Gold,2026-06-01,80.1
CLI-001316,Namibia,Bronze,2026-01-01,97.2
CLI-001316,Namibia,Bronze,2026-02-01,87.7
CLI-001316,Namibia,Bronze,2026-03-01,81.6
CLI-001316,Namibia,Bronze,2026-04-01,81.7
CLI-001316,Namibia,Bronze,2026-05-01,71.8
CLI-001316,Namibia,Bronze,2026-06-01,84.5
CLI-001317,Botswana,Bronze,2026-01-01,46.6
CLI-001317,Botswana,Bronze,2026-02-01,50.8
CLI-001317,Botswana,Bronze,2026-03-01,40.9
CLI-001317,Botswana,Bronze,2026-04-01,42.7
CLI-001317,Botswana,Bronze,2026-05-01,46.8
CLI-001317,Botswana,Bronze,2026-06-01,43.1
CLI-001319,South Africa,Bronze,2026-01-01,73.9
CLI-001319,South Africa,Bronze,2026-02-01,79.5
CLI-001319,South Africa,Bronze,2026-03-01,77.0
CLI-001319,South Africa,Bronze,2026-04-01,70.7
CLI-001319,South Africa,Bronze,2026-05-01,65.2
CLI-001319,South Africa,Bronze,2026-06-01,65.0
CLI-001320,South Africa,Bronze,2026-01-01,40.0
CLI-001320,South Africa,Bronze,2026-02-01,68.0
CLI-001320,South Africa,Bronze,2026-03-01,66.2
CLI-001320,South Africa,Bronze,2026-04-01,60.2
CLI-001320,South Africa,Bronze,2026-05-01,59.1
CLI-001320,South Africa,Bronze,2026-06-01,60.7
CLI-001321,Botswana,Blue,2026-01-01,97.1
CLI-001321,Botswana,Blue,2026-02-01,88.2
CLI-001321,Botswana,Blue,2026-03-01,100.0
CLI-001321,Botswana,Blue,2026-04-01,93.7
CLI-001321,Botswana,Blue,2026-05-01,95.7
CLI-001321,Botswana,Blue,2026-06-01,88.1
CLI-001322,South Africa,Blue,2026-01-01,63.0
CLI-001322,South Africa,Blue,2026-02-01,67.6
CLI-001322,South Africa,Blue,2026-03-01,66.3
CLI-001322,South Africa,Blue,2026-04-01,66.2
CLI-001322,South Africa,Blue,2026-05-01,54.2
CLI-001322,South Africa,Blue,2026-06-01,55.6
CLI-001325,South Africa,Gold,2026-01-01,43.0
CLI-001325,South Africa,Gold,2026-02-01,43.6
CLI-001325,South Africa,Gold,2026-03-01,37.8
CLI-001325,South Africa,Gold,2026-04-01,45.6
CLI-001325,South Africa,Gold,2026-05-01,43.4
CLI-001325,South Africa,Gold,2026-06-01,42.3
CLI-001326,Botswana,Bronze,2026-01-01,74.8
CLI-001326,Botswana,Bronze,2026-02-01,75.8
CLI-001326,Botswana,Bronze,2026-03-01,82.5
CLI-001326,Botswana,Bronze,2026-04-01,79.0
CLI-001326,Botswana,Bronze,2026-05-01,71.3
CLI-001326,Botswana,Bronze,2026-06-01,75.2
CLI-001329,South Africa,Gold,2026-01-01,51.3
CLI-001329,South Africa,Gold,2026-02-01,67.8
CLI-001329,South Africa,Gold,2026-03-01,52.7
CLI-001329,South Africa,Gold,2026-04-01,63.4
CLI-001329,South Africa,Gold,2026-05-01,66.7
CLI-001329,South Africa,Gold,2026-06-01,68.4
CLI-001330,Namibia,Bronze,2026-01-01,54.9
CLI-001330,Namibia,Bronze,2026-02-01,54.3
CLI-001330,Namibia,Bronze,2026-03-01,57.4
CLI-001330,Namibia,Bronze,2026-04-01,46.1
CLI-001330,Namibia,Bronze,2026-05-01,45.4
CLI-001330,Namibia,Bronze,2026-06-01,60.5
CLI-001331,Namibia,Bronze,2026-01-01,56.1
CLI-001331,Namibia,Bronze,2026-02-01,50.7
CLI-001331,Namibia,Bronze,2026-03-01,46.0
CLI-001331,Namibia,Bronze,2026-04-01,53.2
CLI-001331,Namibia,Bronze,2026-05-01,49.9
CLI-001331,Namibia,Bronze,2026-06-01,55.7
CLI-001334,Namibia,Diamond,2026-01-01,32.4
CLI-001334,Namibia,Diamond,2026-02-01,51.6
CLI-001334,Namibia,Diamond,2026-03-01,31.4
CLI-001334,Namibia,Diamond,2026-04-01,35.4
CLI-001334,Namibia,Diamond,2026-05-01,50.9
CLI-001334,Namibia,Diamond,2026-06-01,53.4
CLI-001335,Botswana,Blue,2026-01-01,48.7
CLI-001335,Botswana,Blue,2026-02-01,49.7
CLI-001335,Botswana,Blue,2026-03-01,51.1
CLI-001335,Botswana,Blue,2026-04-01,56.2
CLI-001335,Botswana,Blue,2026-05-01,64.1
CLI-001335,Botswana,Blue,2026-06-01,59.3
CLI-001336,South Africa,Diamond,2026-01-01,58.4
CLI-001336,South Africa,Diamond,2026-02-01,72.5
CLI-001336,South Africa,Diamond,2026-03-01,68.7
CLI-001336,South Africa,Diamond,2026-04-01,67.1
CLI-001336,South Africa,Diamond,2026-05-01,75.3
CLI-001336,South Africa,Diamond,2026-06-01,72.6
CLI-001337,South Africa,Blue,2026-01-01,71.9
CLI-001337,South Africa,Blue,2026-02-01,64.2
CLI-001337,South Africa,Blue,2026-03-01,67.9
CLI-001337,South Africa,Blue,2026-04-01,73.5
CLI-001337,South Africa,Blue,2026-05-01,64.2
CLI-001337,South Africa,Blue,2026-06-01,68.1
CLI-001339,South Africa,Silver,2026-01-01,49.6
CLI-001339,South Africa,Silver,2026-02-01,51.4
CLI-001339,South Africa,Silver,2026-03-01,67.6
CLI-001339,South Africa,Silver,2026-04-01,43.5
CLI-001339,South Africa,Silver,2026-05-01,60.1
CLI-001339,South Africa,Silver,2026-06-01,43.6
CLI-001340,Botswana,Blue,2026-01-01,52.8
CLI-001340,Botswana,Blue,2026-02-01,56.6
CLI-001340,Botswana,Blue,2026-03-01,54.2
CLI-001340,Botswana,Blue,2026-04-01,64.6
CLI-001340,Botswana,Blue,2026-05-01,59.2
CLI-001340,Botswana,Blue,2026-06-01,53.0
CLI-001341,South Africa,Bronze,2026-01-01,58.9
CLI-001341,South Africa,Bronze,2026-02-01,56.8
CLI-001341,South Africa,Bronze,2026-03-01,64.7
CLI-001341,South Africa,Bronze,2026-04-01,60.0
CLI-001341,South Africa,Bronze,2026-05-01,61.3
CLI-001341,South Africa,Bronze,2026-06-01,52.6
CLI-001342,Namibia,Silver,2026-01-01,90.5
CLI-001342,Namibia,Silver,2026-02-01,90.5
CLI-001342,Namibia,Silver,2026-03-01,93.7
CLI-001342,Namibia,Silver,2026-04-01,86.2
CLI-001342,Namibia,Silver,2026-05-01,93.7
CLI-001342,Namibia,Silver,2026-06-01,96.8
CLI-001344,Lesotho,Gold,2026-01-01,44.9
CLI-001344,Lesotho,Gold,2026-02-01,36.8
CLI-001344,Lesotho,Gold,2026-03-01,38.4
CLI-001344,Lesotho,Gold,2026-04-01,47.6
CLI-001344,Lesotho,Gold,2026-05-01,46.4
CLI-001344,Lesotho,Gold,2026-06-01,34.7
CLI-001345,South Africa,Blue,2026-01-01,76.0
CLI-001345,South Africa,Blue,2026-02-01,94.0
CLI-001345,South Africa,Blue,2026-03-01,88.3
CLI-001345,South Africa,Blue,2026-04-01,86.6
CLI-001345,South Africa,Blue,2026-05-01,84.1
CLI-001345,South Africa,Blue,2026-06-01,89.6
CLI-001346,Lesotho,Silver,2026-01-01,51.3
CLI-001346,Lesotho,Silver,2026-02-01,39.8
CLI-001346,Lesotho,Silver,2026-03-01,50.7
CLI-001346,Lesotho,Silver,2026-04-01,51.3
CLI-001346,Lesotho,Silver,2026-05-01,55.0
CLI-001346,Lesotho,Silver,2026-06-01,44.6
CLI-001347,Namibia,Bronze,2026-01-01,75.1
CLI-001347,Namibia,Bronze,2026-02-01,65.1
CLI-001347,Namibia,Bronze,2026-03-01,74.1
CLI-001347,Namibia,Bronze,2026-04-01,63.8
CLI-001347,Namibia,Bronze,2026-05-01,71.9
CLI-001347,Namibia,Bronze,2026-06-01,70.9
CLI-001348,South Africa,Bronze,2026-01-01,45.4
CLI-001348,South Africa,Bronze,2026-02-01,39.2
CLI-001348,South Africa,Bronze,2026-03-01,29.1
CLI-001348,South Africa,Bronze,2026-04-01,33.4
CLI-001348,South Africa,Bronze,2026-05-01,35.9
CLI-001348,South Africa,Bronze,2026-06-01,33.5
CLI-001350,Botswana,Gold,2026-01-01,73.0
CLI-001350,Botswana,Gold,2026-02-01,78.2
CLI-001350,Botswana,Gold,2026-03-01,90.4
CLI-001350,Botswana,Gold,2026-04-01,72.5
CLI-001350,Botswana,Gold,2026-05-01,84.2
CLI-001350,Botswana,Gold,2026-06-01,79.2
CLI-001351,Botswana,Bronze,2026-01-01,79.6
CLI-001351,Botswana,Bronze,2026-02-01,78.9
CLI-001351,Botswana,Bronze,2026-03-01,84.2
CLI-001351,Botswana,Bronze,2026-04-01,78.0
CLI-001351,Botswana,Bronze,2026-05-01,77.5
CLI-001351,Botswana,Bronze,2026-06-01,71.8
CLI-001352,South Africa,Blue,2026-01-01,97.2
CLI-001352,South Africa,Blue,2026-02-01,91.5
CLI-001352,South Africa,Blue,2026-03-01,87.5
CLI-001352,South Africa,Blue,2026-04-01,88.4
CLI-001352,South Africa,Blue,2026-05-01,94.5
CLI-001352,South Africa,Blue,2026-06-01,95.6
CLI-001353,Botswana,Bronze,2026-01-01,99.8
CLI-001353,Botswana,Bronze,2026-02-01,83.7
CLI-001353,Botswana,Bronze,2026-03-01,90.1
CLI-001353,Botswana,Bronze,2026-04-01,98.0
CLI-001353,Botswana,Bronze,2026-05-01,94.9
CLI-001353,Botswana,Bronze,2026-06-01,89.7
CLI-001354,South Africa,Bronze,2026-01-01,54.4
CLI-001354,South Africa,Bronze,2026-02-01,49.2
CLI-001354,South Africa,Bronze,2026-03-01,42.3
CLI-001354,South Africa,Bronze,2026-04-01,54.1
CLI-001354,South Africa,Bronze,2026-05-01,55.8
CLI-001354,South Africa,Bronze,2026-06-01,45.0
CLI-001355,Botswana,Silver,2026-01-01,41.4
CLI-001355,Botswana,Silver,2026-02-01,47.6
CLI-001355,Botswana,Silver,2026-03-01,37.6
CLI-001355,Botswana,Silver,2026-04-01,33.1
CLI-001355,Botswana,Silver,2026-05-01,32.9
CLI-001355,Botswana,Silver,2026-06-01,39.3
CLI-001356,South Africa,Blue,2026-01-01,81.4
CLI-001356,South Africa,Blue,2026-02-01,90.3
CLI-001356,South Africa,Blue,2026-03-01,80.5
CLI-001356,South Africa,Blue,2026-04-01,84.6
CLI-001356,South Africa,Blue,2026-05-01,88.2
CLI-001356,South Africa,Blue,2026-06-01,89.4
CLI-001357,South Africa,Blue,2026-01-01,46.1
CLI-001357,South Africa,Blue,2026-02-01,45.8
CLI-001357,South Africa,Blue,2026-03-01,54.3
CLI-001357,South Africa,Blue,2026-04-01,43.2
CLI-001357,South Africa,Blue,2026-05-01,46.5
CLI-001357,South Africa,Blue,2026-06-01,41.8
CLI-001360,South Africa,Diamond,2026-01-01,34.0
CLI-001360,South Africa,Diamond,2026-02-01,46.0
CLI-001360,South Africa,Diamond,2026-03-01,50.8
CLI-001360,South Africa,Diamond,2026-04-01,35.9
CLI-001360,South Africa,Diamond,2026-05-01,43.9
CLI-001360,South Africa,Diamond,2026-06-01,55.7
CLI-001361,South Africa,Silver,2026-01-01,37.0
CLI-001361,South Africa,Silver,2026-02-01,32.4
CLI-001361,South Africa,Silver,2026-03-01,28.3
CLI-001361,South Africa,Silver,2026-04-01,33.7
CLI-001361,South Africa,Silver,2026-05-01,38.0
CLI-001361,South Africa,Silver,2026-06-01,49.3
CLI-001362,Namibia,Bronze,2026-01-01,45.5
CLI-001362,Namibia,Bronze,2026-02-01,36.9
CLI-001362,Namibia,Bronze,2026-03-01,44.1
CLI-001362,Namibia,Bronze,2026-04-01,43.8
CLI-001362,Namibia,Bronze,2026-05-01,39.5
CLI-001362,Namibia,Bronze,2026-06-01,46.9
CLI-001363,South Africa,Gold,2026-01-01,51.7
CLI-001363,South Africa,Gold,2026-02-01,39.6
CLI-001363,South Africa,Gold,2026-03-01,63.1
CLI-001363,South Africa,Gold,2026-04-01,48.0
CLI-001363,South Africa,Gold,2026-05-01,49.7
CLI-001363,South Africa,Gold,2026-06-01,45.9
CLI-001364,South Africa,Blue,2026-01-01,51.6
CLI-001364,South Africa,Blue,2026-02-01,59.6
CLI-001364,South Africa,Blue,2026-03-01,57.3
CLI-001364,South Africa,Blue,2026-04-01,66.9
CLI-001364,South Africa,Blue,2026-05-01,62.0
CLI-001364,South Africa,Blue,2026-06-01,58.6
CLI-001365,South Africa,Silver,2026-01-01,66.6
CLI-001365,South Africa,Silver,2026-02-01,69.8
CLI-001365,South Africa,Silver,2026-03-01,65.7
CLI-001365,South Africa,Silver,2026-04-01,63.2
CLI-001365,South Africa,Silver,2026-05-01,58.5
CLI-001365,South Africa,Silver,2026-06-01,71.1
CLI-001367,South Africa,Bronze,2026-01-01,96.1
CLI-001367,South Africa,Bronze,2026-02-01,91.7
CLI-001367,South Africa,Bronze,2026-03-01,95.2
CLI-001367,South Africa,Bronze,2026-04-01,95.7
CLI-001367,South Africa,Bronze,2026-05-01,90.2
CLI-001367,South Africa,Bronze,2026-06-01,92.0
CLI-001369,Namibia,Diamond,2026-01-01,89.8
CLI-001369,Namibia,Diamond,2026-02-01,82.4
CLI-001369,Namibia,Diamond,2026-03-01,97.0
CLI-001369,Namibia,Diamond,2026-04-01,90.3
CLI-001369,Namibia,Diamond,2026-05-01,82.6
CLI-001369,Namibia,Diamond,2026-06-01,85.3
CLI-001371,Botswana,Bronze,2026-01-01,60.1
CLI-001371,Botswana,Bronze,2026-02-01,58.5
CLI-001371,Botswana,Bronze,2026-03-01,62.1
CLI-001371,Botswana,Bronze,2026-04-01,55.5
CLI-001371,Botswana,Bronze,2026-05-01,57.0
CLI-001371,Botswana,Bronze,2026-06-01,50.5
CLI-001372,South Africa,Silver,2026-01-01,68.5
CLI-001372,South Africa,Silver,2026-02-01,70.7
CLI-001372,South Africa,Silver,2026-03-01,79.9
CLI-001372,South Africa,Silver,2026-04-01,74.2
CLI-001372,South Africa,Silver,2026-05-01,64.4
CLI-001372,South Africa,Silver,2026-06-01,74.1
CLI-001373,Namibia,Bronze,2026-01-01,48.3
CLI-001373,Namibia,Bronze,2026-02-01,50.0
CLI-001373,Namibia,Bronze,2026-03-01,49.1
CLI-001373,Namibia,Bronze,2026-04-01,37.8
CLI-001373,Namibia,Bronze,2026-05-01,48.3
CLI-001373,Namibia,Bronze,2026-06-01,44.2
CLI-001374,Namibia,Bronze,2026-01-01,37.2
CLI-001374,Namibia,Bronze,2026-02-01,38.5
CLI-001374,Namibia,Bronze,2026-03-01,56.2
CLI-001374,Namibia,Bronze,2026-04-01,50.7
CLI-001374,Namibia,Bronze,2026-05-01,41.9
CLI-001374,Namibia,Bronze,2026-06-01,41.8
CLI-001375,Botswana,Silver,2026-01-01,50.8
CLI-001375,Botswana,Silver,2026-02-01,48.6
CLI-001375,Botswana,Silver,2026-03-01,33.0
CLI-001375,Botswana,Silver,2026-04-01,42.7
CLI-001375,Botswana,Silver,2026-05-01,47.7
CLI-001375,Botswana,Silver,2026-06-01,43.6
CLI-001376,South Africa,Silver,2026-01-01,54.5
CLI-001376,South Africa,Silver,2026-02-01,60.0
CLI-001376,South Africa,Silver,2026-03-01,58.1
CLI-001376,South Africa,Silver,2026-04-01,55.4
CLI-001376,South Africa,Silver,2026-05-01,62.9
CLI-001376,South Africa,Silver,2026-06-01,60.5
CLI-001378,Namibia,Gold,2026-01-01,34.8
CLI-001378,Namibia,Gold,2026-02-01,33.0
CLI-001378,Namibia,Gold,2026-03-01,47.9
CLI-001378,Namibia,Gold,2026-04-01,38.2
CLI-001378,Namibia,Gold,2026-05-01,35.5
CLI-001378,Namibia,Gold,2026-06-01,38.9
CLI-001381,South Africa,Silver,2026-01-01,58.2
CLI-001381,South Africa,Silver,2026-02-01,64.6
CLI-001381,South Africa,Silver,2026-03-01,60.1
CLI-001381,South Africa,Silver,2026-04-01,56.2
CLI-001381,South Africa,Silver,2026-05-01,61.1
CLI-001381,South Africa,Silver,2026-06-01,63.8
CLI-001386,South Africa,Bronze,2026-01-01,49.5
CLI-001386,South Africa,Bronze,2026-02-01,72.5
CLI-001386,South Africa,Bronze,2026-03-01,76.6
CLI-001386,South Africa,Bronze,2026-04-01,61.3
CLI-001386,South Africa,Bronze,2026-05-01,63.9
CLI-001386,South Africa,Bronze,2026-06-01,66.3
CLI-001388,Namibia,Silver,2026-01-01,47.2
CLI-001388,Namibia,Silver,2026-02-01,41.7
CLI-001388,Namibia,Silver,2026-03-01,39.3
CLI-001388,Namibia,Silver,2026-04-01,41.6
CLI-001388,Namibia,Silver,2026-05-01,47.0
CLI-001388,Namibia,Silver,2026-06-01,40.8
CLI-001389,South Africa,Diamond,2026-01-01,100.0
CLI-001389,South Africa,Diamond,2026-02-01,90.8
CLI-001389,South Africa,Diamond,2026-03-01,88.7
CLI-001389,South Africa,Diamond,2026-04-01,92.2
CLI-001389,South Africa,Diamond,2026-05-01,87.6
CLI-001389,South Africa,Diamond,2026-06-01,96.5
CLI-001390,South Africa,Silver,2026-01-01,37.8
CLI-001390,South Africa,Silver,2026-02-01,44.5
CLI-001390,South Africa,Silver,2026-03-01,38.9
CLI-001390,South Africa,Silver,2026-04-01,37.1
CLI-001390,South Africa,Silver,2026-05-01,37.9
CLI-001390,South Africa,Silver,2026-06-01,35.8
CLI-001391,South Africa,Blue,2026-01-01,84.5
CLI-001391,South Africa,Blue,2026-02-01,83.2
CLI-001391,South Africa,Blue,2026-03-01,77.7
CLI-001391,South Africa,Blue,2026-04-01,83.7
CLI-001391,South Africa,Blue,2026-05-01,82.7
CLI-001391,South Africa,Blue,2026-06-01,89.9
CLI-001393,South Africa,Bronze,2026-01-01,71.4
CLI-001393,South Africa,Bronze,2026-02-01,71.9
CLI-001393,South Africa,Bronze,2026-03-01,67.6
CLI-001393,South Africa,Bronze,2026-04-01,68.5
CLI-001393,South Africa,Bronze,2026-05-01,71.0
CLI-001393,South Africa,Bronze,2026-06-01,72.8
CLI-001394,Lesotho,Silver,2026-01-01,56.4
CLI-001394,Lesotho,Silver,2026-02-01,69.5
CLI-001394,Lesotho,Silver,2026-03-01,59.8
CLI-001394,Lesotho,Silver,2026-04-01,61.0
CLI-001394,Lesotho,Silver,2026-05-01,73.1
CLI-001394,Lesotho,Silver,2026-06-01,63.0
CLI-001395,South Africa,Blue,2026-01-01,65.1
CLI-001395,South Africa,Blue,2026-02-01,73.2
CLI-001395,South Africa,Blue,2026-03-01,70.8
CLI-001395,South Africa,Blue,2026-04-01,77.7
CLI-001395,South Africa,Blue,2026-05-01,69.6
CLI-001395,South Africa,Blue,2026-06-01,78.0
CLI-001396,South Africa,Blue,2026-01-01,37.7
CLI-001396,South Africa,Blue,2026-02-01,43.4
CLI-001396,South Africa,Blue,2026-03-01,43.6
CLI-001396,South Africa,Blue,2026-04-01,28.5
CLI-001396,South Africa,Blue,2026-05-01,32.5
CLI-001396,South Africa,Blue,2026-06-01,39.5
CLI-001397,Botswana,Gold,2026-01-01,68.8
CLI-001397,Botswana,Gold,2026-02-01,77.4
CLI-001397,Botswana,Gold,2026-03-01,64.7
CLI-001397,Botswana,Gold,2026-04-01,77.8
CLI-001397,Botswana,Gold,2026-05-01,88.9
CLI-001397,Botswana,Gold,2026-06-01,69.9
CLI-001398,South Africa,Silver,2026-01-01,45.5
CLI-001398,South Africa,Silver,2026-02-01,52.3
CLI-001398,South Africa,Silver,2026-03-01,53.5
CLI-001398,South Africa,Silver,2026-04-01,53.6
CLI-001398,South Africa,Silver,2026-05-01,53.8
CLI-001398,South Africa,Silver,2026-06-01,49.4
CLI-001399,South Africa,Bronze,2026-01-01,38.9
CLI-001399,South Africa,Bronze,2026-02-01,25.9
CLI-001399,South Africa,Bronze,2026-03-01,41.7
CLI-001399,South Africa,Bronze,2026-04-01,20.5
CLI-001399,South Africa,Bronze,2026-05-01,39.9
CLI-001399,South Africa,Bronze,2026-06-01,29.1
CLI-001402,South Africa,Blue,2026-01-01,87.1
CLI-001402,South Africa,Blue,2026-02-01,89.8
CLI-001402,South Africa,Blue,2026-03-01,87.1
CLI-001402,South Africa,Blue,2026-04-01,89.3
CLI-001402,South Africa,Blue,2026-05-01,100.0
CLI-001402,South Africa,Blue,2026-06-01,93.0
CLI-001404,South Africa,Bronze,2026-01-01,53.8
CLI-001404,South Africa,Bronze,2026-02-01,49.6
CLI-001404,South Africa,Bronze,2026-03-01,57.2
CLI-001404,South Africa,Bronze,2026-04-01,54.6
CLI-001404,South Africa,Bronze,2026-05-01,49.1
CLI-001404,South Africa,Bronze,2026-06-01,61.7
CLI-001405,South Africa,Blue,2026-01-01,86.0
CLI-001405,South Africa,Blue,2026-02-01,80.5
CLI-001405,South Africa,Blue,2026-03-01,84.4
CLI-001405,South Africa,Blue,2026-04-01,87.7
CLI-001405,South Africa,Blue,2026-05-01,77.2
CLI-001405,South Africa,Blue,2026-06-01,76.1
CLI-001406,South Africa,Blue,2026-01-01,92.1
CLI-001406,South Africa,Blue,2026-02-01,93.1
CLI-001406,South Africa,Blue,2026-03-01,95.2
CLI-001406,South Africa,Blue,2026-04-01,91.3
CLI-001406,South Africa,Blue,2026-05-01,99.1
CLI-001406,South Africa,Blue,2026-06-01,100.0
CLI-001407,South Africa,Blue,2026-01-01,77.8
CLI-001407,South Africa,Blue,2026-02-01,80.0
CLI-001407,South Africa,Blue,2026-03-01,60.4
CLI-001407,South Africa,Blue,2026-04-01,72.3
CLI-001407,South Africa,Blue,2026-05-01,77.6
CLI-001407,South Africa,Blue,2026-06-01,78.8
CLI-001411,South Africa,Blue,2026-01-01,33.7
CLI-001411,South Africa,Blue,2026-02-01,31.2
CLI-001411,South Africa,Blue,2026-03-01,39.9
CLI-001411,South Africa,Blue,2026-04-01,27.4
CLI-001411,South Africa,Blue,2026-05-01,28.8
CLI-001411,South Africa,Blue,2026-06-01,32.3
CLI-001412,South Africa,Silver,2026-01-01,83.5
CLI-001412,South Africa,Silver,2026-02-01,79.4
CLI-001412,South Africa,Silver,2026-03-01,90.1
CLI-001412,South Africa,Silver,2026-04-01,99.5
CLI-001412,South Africa,Silver,2026-05-01,86.8
CLI-001412,South Africa,Silver,2026-06-01,92.3
CLI-001413,South Africa,Silver,2026-01-01,38.5
CLI-001413,South Africa,Silver,2026-02-01,42.2
CLI-001413,South Africa,Silver,2026-03-01,41.5
CLI-001413,South Africa,Silver,2026-04-01,37.1
CLI-001413,South Africa,Silver,2026-05-01,32.1
CLI-001413,South Africa,Silver,2026-06-01,22.8
CLI-001415,South Africa,Bronze,2026-01-01,59.2
CLI-001415,South Africa,Bronze,2026-02-01,69.4
CLI-001415,South Africa,Bronze,2026-03-01,74.0
CLI-001415,South Africa,Bronze,2026-04-01,77.4
CLI-001415,South Africa,Bronze,2026-05-01,73.7
CLI-001415,South Africa,Bronze,2026-06-01,79.9
CLI-001416,South Africa,Blue,2026-01-01,83.6
CLI-001416,South Africa,Blue,2026-02-01,70.1
CLI-001416,South Africa,Blue,2026-03-01,77.3
CLI-001416,South Africa,Blue,2026-04-01,68.8
CLI-001416,South Africa,Blue,2026-05-01,73.7
CLI-001416,South Africa,Blue,2026-06-01,76.5
CLI-001417,South Africa,Blue,2026-01-01,59.0
CLI-001417,South Africa,Blue,2026-02-01,73.6
CLI-001417,South Africa,Blue,2026-03-01,67.3
CLI-001417,South Africa,Blue,2026-04-01,69.2
CLI-001417,South Africa,Blue,2026-05-01,69.4
CLI-001417,South Africa,Blue,2026-06-01,69.1
CLI-001418,Botswana,Silver,2026-01-01,51.9
CLI-001418,Botswana,Silver,2026-02-01,57.7
CLI-001418,Botswana,Silver,2026-03-01,48.8
CLI-001418,Botswana,Silver,2026-04-01,66.0
CLI-001418,Botswana,Silver,2026-05-01,45.0
CLI-001418,Botswana,Silver,2026-06-01,59.3
CLI-001420,South Africa,Gold,2026-01-01,46.0
CLI-001420,South Africa,Gold,2026-02-01,53.1
CLI-001420,South Africa,Gold,2026-03-01,43.5
CLI-001420,South Africa,Gold,2026-04-01,58.1
CLI-001420,South Africa,Gold,2026-05-01,45.8
CLI-001420,South Africa,Gold,2026-06-01,42.8
CLI-001421,Namibia,Blue,2026-01-01,55.1
CLI-001421,Namibia,Blue,2026-02-01,53.9
CLI-001421,Namibia,Blue,2026-03-01,66.3
CLI-001421,Namibia,Blue,2026-04-01,44.4
CLI-001421,Namibia,Blue,2026-05-01,54.1
CLI-001421,Namibia,Blue,2026-06-01,59.7
CLI-001422,Namibia,Blue,2026-01-01,59.9
CLI-001422,Namibia,Blue,2026-02-01,55.8
CLI-001422,Namibia,Blue,2026-03-01,50.7
CLI-001422,Namibia,Blue,2026-04-01,59.5
CLI-001422,Namibia,Blue,2026-05-01,55.4
CLI-001422,Namibia,Blue,2026-06-01,60.9
CLI-001423,South Africa,Silver,2026-01-01,66.2
CLI-001423,South Africa,Silver,2026-02-01,60.8
CLI-001423,South Africa,Silver,2026-03-01,68.9
CLI-001423,South Africa,Silver,2026-04-01,65.0
CLI-001423,South Africa,Silver,2026-05-01,58.2
CLI-001423,South Africa,Silver,2026-06-01,70.7
CLI-001425,South Africa,Silver,2026-01-01,45.1
CLI-001425,South Africa,Silver,2026-02-01,34.3
CLI-001425,South Africa,Silver,2026-03-01,38.4
CLI-001425,South Africa,Silver,2026-04-01,38.6
CLI-001425,South Africa,Silver,2026-05-01,42.3
CLI-001425,South Africa,Silver,2026-06-01,47.8
CLI-001426,South Africa,Silver,2026-01-01,84.7
CLI-001426,South Africa,Silver,2026-02-01,86.9
CLI-001426,South Africa,Silver,2026-03-01,73.4
CLI-001426,South Africa,Silver,2026-04-01,78.8
CLI-001426,South Africa,Silver,2026-05-01,96.1
CLI-001426,South Africa,Silver,2026-06-01,85.0
CLI-001427,South Africa,Bronze,2026-01-01,30.7
CLI-001427,South Africa,Bronze,2026-02-01,35.8
CLI-001427,South Africa,Bronze,2026-03-01,42.5
CLI-001427,South Africa,Bronze,2026-04-01,37.6
CLI-001427,South Africa,Bronze,2026-05-01,33.0
CLI-001427,South Africa,Bronze,2026-06-01,35.8
CLI-001429,South Africa,Diamond,2026-01-01,81.2
CLI-001429,South Africa,Diamond,2026-02-01,96.0
CLI-001429,South Africa,Diamond,2026-03-01,93.9
CLI-001429,South Africa,Diamond,2026-04-01,98.5
