policy_id,market,product_type,channel,lapse_date,lapse_flag,reason
POL-002113,South Africa,Life,Tied Advisor,2023-06-05,1,Affordability
POL-002117,South Africa,Investment,Independent Broker,2025-02-08,1,Dissatisfaction
POL-002119,South Africa,Funeral,Tied Advisor,2023-11-14,1,Dissatisfaction
POL-002120,South Africa,Funeral,Tied Advisor,2026-06-20,1,Switched provider
POL-002123,South Africa,Funeral,Tied Advisor,2023-08-18,1,Affordability
POL-002127,Lesotho,Life,Independent Broker,2024-02-08,1,Non-payment
POL-002150,South Africa,Funeral,Direct Digital,2023-08-31,1,Affordability
POL-002164,Botswana,Life,Tied Advisor,2025-05-20,1,Dissatisfaction
POL-002165,South Africa,Funeral,Bancassurance,2023-03-28,1,Affordability
POL-002176,South Africa,Funeral,Tied Advisor,2024-05-04,1,Non-payment
POL-002180,South Africa,Health,Direct Digital,2022-09-02,1,Non-payment
POL-002188,Namibia,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-002198,South Africa,Funeral,Direct Digital,2023-02-08,1,Affordability
POL-002222,South Africa,Funeral,Tied Advisor,2024-11-12,1,Non-payment
POL-002224,South Africa,Health,Independent Broker,2025-04-21,1,Non-payment
POL-002240,South Africa,Life,Tied Advisor,2025-01-18,1,Affordability
POL-002243,South Africa,Health,Bancassurance,2026-06-20,1,Dissatisfaction
POL-002248,South Africa,Life,Independent Broker,2023-05-25,1,Other
POL-002256,South Africa,Funeral,Tied Advisor,2025-11-12,1,Other
POL-002264,Lesotho,Life,Bancassurance,2026-06-20,1,Switched provider
POL-002267,Botswana,Funeral,Tied Advisor,2024-06-04,1,Dissatisfaction
POL-002270,South Africa,Health,Tied Advisor,2023-10-05,1,Switched provider
POL-002273,South Africa,Life,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-002291,South Africa,Health,Bancassurance,2026-06-20,1,Non-payment
POL-002292,South Africa,Health,Bancassurance,2026-06-20,1,Affordability
POL-002296,Lesotho,Life,Independent Broker,2026-06-20,1,Dissatisfaction
POL-002304,South Africa,Investment,Tied Advisor,2025-04-23,1,Non-payment
POL-002305,Namibia,Health,Tied Advisor,2023-12-23,1,Switched provider
POL-002317,Lesotho,Life,Independent Broker,2026-03-20,1,Other
POL-002326,Lesotho,Life,Independent Broker,2026-06-20,1,Non-payment
POL-002329,Lesotho,Health,Tied Advisor,2024-11-12,1,Switched provider
POL-002330,Botswana,Funeral,Direct Digital,2026-06-20,1,Affordability
POL-002344,South Africa,Funeral,Independent Broker,2025-06-26,1,Affordability
POL-002364,South Africa,Investment,Bancassurance,2026-06-20,1,Non-payment
POL-002365,South Africa,Life,Tied Advisor,2024-10-26,1,Other
POL-002374,South Africa,Life,Independent Broker,2022-11-09,1,Other
POL-002377,South Africa,Health,Tied Advisor,2023-12-09,1,Non-payment
POL-002392,South Africa,Life,Bancassurance,2026-05-28,1,Non-payment
POL-002397,Namibia,Funeral,Tied Advisor,2023-06-18,1,Non-payment
POL-002408,Botswana,Funeral,Independent Broker,2026-06-20,1,Switched provider
POL-002420,Lesotho,Health,Tied Advisor,2024-08-23,1,Switched provider
POL-002422,Botswana,Health,Tied Advisor,2023-01-04,1,Affordability
POL-002423,South Africa,Funeral,Independent Broker,2022-08-08,1,Affordability
POL-002453,South Africa,Life,Independent Broker,2024-02-03,1,Affordability
POL-002462,South Africa,Life,Tied Advisor,2026-06-20,1,Switched provider
POL-002468,South Africa,Funeral,Direct Digital,2023-11-29,1,Dissatisfaction
POL-002481,Namibia,Funeral,Tied Advisor,2024-06-14,1,Affordability
POL-002483,South Africa,Health,Independent Broker,2024-08-02,1,Dissatisfaction
POL-002488,South Africa,Life,Bancassurance,2026-05-15,1,Non-payment
POL-002490,South Africa,Life,Tied Advisor,2025-05-01,1,Non-payment
POL-002491,South Africa,Funeral,Direct Digital,2025-01-13,1,Non-payment
POL-002493,Namibia,Funeral,Tied Advisor,2026-03-02,1,Dissatisfaction
POL-002501,Botswana,Life,Direct Digital,2023-12-28,1,Affordability
POL-002510,South Africa,Health,Independent Broker,2023-10-17,1,Other
POL-002517,South Africa,Funeral,Bancassurance,2024-10-08,1,Switched provider
POL-002518,South Africa,Life,Tied Advisor,2025-02-21,1,Affordability
POL-002519,South Africa,Health,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-002520,Lesotho,Investment,Bancassurance,2026-06-20,1,Non-payment
POL-002526,South Africa,Investment,Independent Broker,2024-01-06,1,Non-payment
POL-002528,South Africa,Investment,Bancassurance,2022-12-15,1,Affordability
POL-002535,South Africa,Funeral,Tied Advisor,2023-03-10,1,Non-payment
POL-002541,Lesotho,Investment,Tied Advisor,2024-10-25,1,Dissatisfaction
POL-002546,Namibia,Life,Direct Digital,2025-05-20,1,Affordability
POL-002575,Botswana,Life,Tied Advisor,2026-03-27,1,Non-payment
POL-002587,Botswana,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-002599,South Africa,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-002616,Namibia,Funeral,Tied Advisor,2025-08-03,1,Other
POL-002621,South Africa,Funeral,Tied Advisor,2024-01-24,1,Dissatisfaction
POL-002624,Namibia,Funeral,Direct Digital,2026-01-09,1,Dissatisfaction
POL-002626,Namibia,Health,Tied Advisor,2024-11-12,1,Non-payment
POL-002628,South Africa,Funeral,Independent Broker,2022-12-27,1,Affordability
POL-002642,Botswana,Funeral,Tied Advisor,2025-09-25,1,Switched provider
POL-002649,Botswana,Funeral,Direct Digital,2026-06-20,1,Affordability
POL-002650,Lesotho,Funeral,Tied Advisor,2024-10-21,1,Dissatisfaction
POL-002651,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-002657,Namibia,Funeral,Tied Advisor,2024-02-20,1,Dissatisfaction
POL-002664,Botswana,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-002666,South Africa,Funeral,Independent Broker,2025-05-16,1,Non-payment
POL-002668,South Africa,Health,Independent Broker,2026-02-12,1,Other
POL-002671,South Africa,Health,Tied Advisor,2024-06-11,1,Other
POL-002693,Lesotho,Investment,Tied Advisor,2026-06-20,1,Affordability
POL-002694,South Africa,Health,Bancassurance,2024-01-13,1,Switched provider
POL-002695,Botswana,Life,Bancassurance,2026-02-19,1,Affordability
POL-002698,Namibia,Funeral,Bancassurance,2023-04-04,1,Non-payment
POL-002704,Namibia,Health,Independent Broker,2026-06-20,1,Switched provider
POL-002715,Botswana,Health,Tied Advisor,2026-06-20,1,Affordability
POL-002716,South Africa,Life,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-002730,Namibia,Investment,Tied Advisor,2025-04-08,1,Non-payment
POL-002732,South Africa,Health,Independent Broker,2026-06-20,1,Non-payment
POL-002735,Lesotho,Investment,Tied Advisor,2026-06-20,1,Switched provider
POL-002738,Lesotho,Life,Tied Advisor,2024-12-17,1,Dissatisfaction
POL-002739,South Africa,Funeral,Independent Broker,2023-09-04,1,Dissatisfaction
POL-002740,Botswana,Investment,Direct Digital,2026-06-20,1,Affordability
POL-002746,Namibia,Funeral,Bancassurance,2026-06-20,1,Affordability
POL-002751,South Africa,Funeral,Direct Digital,2025-06-29,1,Non-payment
POL-002764,South Africa,Funeral,Direct Digital,2023-09-11,1,Switched provider
POL-002765,Lesotho,Investment,Independent Broker,2025-01-29,1,Dissatisfaction
POL-002771,Namibia,Investment,Direct Digital,2023-06-05,1,Non-payment
POL-002774,South Africa,Life,Independent Broker,2024-08-31,1,Switched provider
POL-002777,South Africa,Funeral,Bancassurance,2024-01-05,1,Switched provider
POL-002790,South Africa,Life,Bancassurance,2026-04-06,1,Non-payment
POL-002795,Lesotho,Life,Bancassurance,2025-06-16,1,Affordability
POL-002802,Lesotho,Health,Independent Broker,2023-07-15,1,Non-payment
POL-002808,Botswana,Life,Bancassurance,2024-11-10,1,Affordability
POL-002811,South Africa,Health,Direct Digital,2026-03-05,1,Non-payment
POL-002814,Lesotho,Investment,Tied Advisor,2023-10-02,1,Switched provider
POL-002822,South Africa,Life,Direct Digital,2025-04-09,1,Other
POL-002823,South Africa,Funeral,Bancassurance,2022-05-24,1,Dissatisfaction
POL-002824,Namibia,Life,Tied Advisor,2025-12-02,1,Affordability
POL-002837,Lesotho,Funeral,Tied Advisor,2025-05-24,1,Affordability
POL-002839,South Africa,Life,Direct Digital,2024-06-11,1,Affordability
POL-002846,South Africa,Funeral,Tied Advisor,2025-08-01,1,Affordability
POL-002853,Namibia,Funeral,Bancassurance,2025-06-10,1,Affordability
POL-002862,Botswana,Funeral,Independent Broker,2026-02-23,1,Dissatisfaction
POL-002867,South Africa,Funeral,Direct Digital,2026-04-11,1,Affordability
POL-002871,South Africa,Funeral,Bancassurance,2026-06-20,1,Affordability
POL-002876,South Africa,Health,Independent Broker,2025-06-29,1,Other
POL-002883,Namibia,Health,Tied Advisor,2023-02-05,1,Dissatisfaction
POL-002903,South Africa,Health,Tied Advisor,2026-06-20,1,Non-payment
POL-002909,Lesotho,Health,Bancassurance,2023-05-08,1,Non-payment
POL-002910,South Africa,Life,Direct Digital,2025-08-15,1,Other
POL-002911,Botswana,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-002912,Botswana,Health,Direct Digital,2024-05-01,1,Affordability
POL-002913,South Africa,Life,Direct Digital,2025-11-11,1,Non-payment
POL-002914,Lesotho,Investment,Bancassurance,2026-06-20,1,Non-payment
POL-002920,South Africa,Funeral,Independent Broker,2026-06-20,1,Other
POL-002927,Namibia,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-002930,Namibia,Funeral,Tied Advisor,2023-11-16,1,Dissatisfaction
POL-002935,South Africa,Funeral,Bancassurance,2026-06-20,1,Switched provider
POL-002936,South Africa,Health,Direct Digital,2026-03-27,1,Affordability
POL-002951,South Africa,Health,Tied Advisor,2026-05-07,1,Other
POL-002963,South Africa,Funeral,Tied Advisor,2022-10-27,1,Non-payment
POL-002964,Namibia,Funeral,Direct Digital,2023-12-09,1,Switched provider
POL-002975,South Africa,Life,Direct Digital,2026-06-20,1,Dissatisfaction
POL-002979,South Africa,Health,Tied Advisor,2022-12-05,1,Non-payment
POL-002980,Namibia,Funeral,Independent Broker,2024-08-31,1,Affordability
POL-002984,Botswana,Funeral,Tied Advisor,2022-08-26,1,Affordability
POL-002989,South Africa,Life,Tied Advisor,2022-10-18,1,Dissatisfaction
POL-002992,Namibia,Funeral,Bancassurance,2026-04-11,1,Affordability
POL-002997,South Africa,Health,Tied Advisor,2026-04-29,1,Affordability
POL-002999,Lesotho,Investment,Independent Broker,2025-01-14,1,Non-payment
POL-003001,South Africa,Health,Direct Digital,2026-06-20,1,Affordability
POL-003020,South Africa,Life,Tied Advisor,2024-07-13,1,Non-payment
POL-003022,South Africa,Funeral,Bancassurance,2026-06-20,1,Non-payment
POL-003027,Botswana,Funeral,Direct Digital,2023-05-26,1,Affordability
POL-003034,South Africa,Health,Bancassurance,2026-06-20,1,Dissatisfaction
POL-003044,Namibia,Health,Tied Advisor,2022-08-11,1,Affordability
POL-003059,Namibia,Funeral,Tied Advisor,2025-06-18,1,Affordability
POL-003062,South Africa,Funeral,Tied Advisor,2022-07-31,1,Affordability
POL-003078,South Africa,Funeral,Independent Broker,2025-05-09,1,Affordability
POL-003089,Lesotho,Health,Independent Broker,2026-06-20,1,Affordability
POL-003096,Namibia,Funeral,Tied Advisor,2025-09-11,1,Dissatisfaction
POL-003114,South Africa,Life,Independent Broker,2026-06-20,1,Non-payment
POL-003116,Botswana,Health,Direct Digital,2025-09-03,1,Affordability
POL-003120,Botswana,Health,Tied Advisor,2026-06-20,1,Non-payment
POL-003126,South Africa,Life,Tied Advisor,2024-07-31,1,Switched provider
POL-003139,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-003142,Namibia,Funeral,Independent Broker,2022-02-06,1,Other
POL-003144,Botswana,Life,Independent Broker,2022-11-09,1,Affordability
POL-003181,Namibia,Funeral,Tied Advisor,2022-06-29,1,Non-payment
POL-003187,South Africa,Investment,Direct Digital,2026-06-20,1,Non-payment
POL-003191,South Africa,Funeral,Independent Broker,2024-03-15,1,Non-payment
POL-003194,South Africa,Funeral,Direct Digital,2023-08-06,1,Non-payment
POL-003207,South Africa,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-003210,Lesotho,Life,Bancassurance,2023-04-14,1,Switched provider
POL-003211,South Africa,Funeral,Direct Digital,2022-08-14,1,Non-payment
POL-003214,South Africa,Life,Bancassurance,2023-02-09,1,Dissatisfaction
POL-003218,Botswana,Funeral,Independent Broker,2025-11-14,1,Affordability
POL-003224,South Africa,Funeral,Independent Broker,2026-03-13,1,Non-payment
POL-003236,South Africa,Investment,Direct Digital,2025-06-18,1,Non-payment
POL-003239,South Africa,Health,Bancassurance,2023-02-28,1,Dissatisfaction
POL-003242,South Africa,Life,Tied Advisor,2023-11-05,1,Switched provider
POL-003243,Botswana,Health,Tied Advisor,2022-10-16,1,Dissatisfaction
POL-003251,Namibia,Funeral,Tied Advisor,2026-04-03,1,Dissatisfaction
POL-003252,South Africa,Life,Tied Advisor,2025-01-20,1,Non-payment
POL-003255,South Africa,Life,Bancassurance,2024-06-14,1,Affordability
POL-003276,South Africa,Health,Bancassurance,2024-08-25,1,Dissatisfaction
POL-003286,Namibia,Life,Independent Broker,2025-07-29,1,Non-payment
POL-003304,South Africa,Health,Direct Digital,2026-03-28,1,Switched provider
POL-003309,Namibia,Life,Independent Broker,2026-01-25,1,Switched provider
POL-003319,Namibia,Investment,Tied Advisor,2025-12-23,1,Affordability
POL-003320,South Africa,Life,Independent Broker,2023-09-08,1,Affordability
POL-003330,South Africa,Life,Bancassurance,2023-10-17,1,Non-payment
POL-003341,Namibia,Funeral,Independent Broker,2024-03-20,1,Affordability
POL-003344,Lesotho,Life,Tied Advisor,2022-09-05,1,Affordability
POL-003350,Botswana,Funeral,Direct Digital,2024-02-13,1,Non-payment
POL-003351,South Africa,Health,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-003353,Lesotho,Funeral,Bancassurance,2025-10-27,1,Affordability
POL-003354,South Africa,Life,Bancassurance,2026-06-20,1,Other
POL-003356,Botswana,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-003370,Botswana,Life,Independent Broker,2024-04-01,1,Dissatisfaction
POL-003371,South Africa,Investment,Direct Digital,2026-04-02,1,Affordability
POL-003381,South Africa,Funeral,Bancassurance,2023-11-17,1,Affordability
POL-003392,Namibia,Funeral,Tied Advisor,2025-05-26,1,Affordability
POL-003399,Namibia,Investment,Tied Advisor,2025-04-11,1,Switched provider
POL-003400,South Africa,Life,Independent Broker,2023-09-10,1,Switched provider
POL-003404,Lesotho,Health,Independent Broker,2024-04-30,1,Affordability
POL-003410,South Africa,Health,Direct Digital,2023-12-06,1,Non-payment
POL-003418,South Africa,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-003422,South Africa,Life,Independent Broker,2022-09-03,1,Affordability
POL-003425,Botswana,Health,Independent Broker,2026-06-20,1,Other
POL-003435,Lesotho,Life,Direct Digital,2026-05-15,1,Dissatisfaction
POL-003439,South Africa,Health,Bancassurance,2024-09-13,1,Non-payment
POL-003441,South Africa,Health,Independent Broker,2023-12-07,1,Affordability
POL-003442,South Africa,Life,Independent Broker,2026-06-20,1,Affordability
POL-003443,Botswana,Funeral,Tied Advisor,2024-05-31,1,Non-payment
POL-003445,Lesotho,Investment,Bancassurance,2022-11-23,1,Dissatisfaction
POL-003451,Lesotho,Health,Independent Broker,2023-09-02,1,Non-payment
POL-003460,Namibia,Funeral,Tied Advisor,2022-09-21,1,Switched provider
POL-003463,Botswana,Funeral,Direct Digital,2023-03-20,1,Dissatisfaction
POL-003470,South Africa,Life,Direct Digital,2023-06-14,1,Switched provider
POL-003486,South Africa,Life,Direct Digital,2024-02-23,1,Non-payment
POL-003493,South Africa,Life,Independent Broker,2025-11-13,1,Switched provider
POL-003513,Lesotho,Investment,Bancassurance,2024-03-09,1,Affordability
POL-003519,South Africa,Life,Independent Broker,2026-06-20,1,Affordability
POL-003530,Lesotho,Health,Tied Advisor,2022-05-29,1,Switched provider
POL-003540,Botswana,Health,Direct Digital,2025-01-09,1,Affordability
POL-003541,South Africa,Life,Tied Advisor,2022-03-27,1,Affordability
POL-003547,Botswana,Funeral,Tied Advisor,2023-09-18,1,Non-payment
POL-003552,Botswana,Funeral,Independent Broker,2025-06-04,1,Non-payment
POL-003556,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-003564,Botswana,Life,Tied Advisor,2024-03-16,1,Non-payment
POL-003565,Namibia,Health,Tied Advisor,2026-03-08,1,Affordability
POL-003566,South Africa,Funeral,Tied Advisor,2026-05-11,1,Affordability
POL-003583,South Africa,Life,Independent Broker,2022-08-11,1,Other
POL-003585,South Africa,Health,Direct Digital,2026-06-20,1,Affordability
POL-003593,South Africa,Health,Direct Digital,2026-06-20,1,Non-payment
POL-003612,South Africa,Health,Bancassurance,2026-06-20,1,Affordability
POL-003619,South Africa,Investment,Bancassurance,2026-06-20,1,Other
POL-003622,Lesotho,Funeral,Tied Advisor,2025-02-18,1,Affordability
POL-003624,South Africa,Investment,Independent Broker,2026-06-20,1,Affordability
POL-003632,Namibia,Funeral,Direct Digital,2024-07-09,1,Non-payment
POL-003636,South Africa,Investment,Tied Advisor,2026-01-29,1,Affordability
POL-003645,Lesotho,Life,Tied Advisor,2026-06-20,1,Affordability
POL-003655,Lesotho,Investment,Independent Broker,2026-04-10,1,Affordability
POL-003658,South Africa,Investment,Direct Digital,2026-06-20,1,Non-payment
POL-003669,South Africa,Health,Direct Digital,2025-11-19,1,Switched provider
POL-003676,Namibia,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-003679,South Africa,Health,Independent Broker,2024-06-03,1,Dissatisfaction
POL-003690,Botswana,Funeral,Direct Digital,2026-06-20,1,Other
POL-003698,South Africa,Funeral,Tied Advisor,2024-04-26,1,Switched provider
POL-003700,South Africa,Investment,Independent Broker,2022-12-08,1,Switched provider
POL-003713,Lesotho,Life,Bancassurance,2023-11-13,1,Dissatisfaction
POL-003733,Namibia,Health,Independent Broker,2024-06-02,1,Affordability
POL-003745,Namibia,Health,Independent Broker,2025-06-24,1,Affordability
POL-003751,South Africa,Life,Tied Advisor,2025-12-23,1,Affordability
POL-003759,Botswana,Funeral,Direct Digital,2025-06-08,1,Dissatisfaction
POL-003761,South Africa,Life,Independent Broker,2023-07-02,1,Non-payment
POL-003768,South Africa,Funeral,Independent Broker,2024-06-29,1,Non-payment
POL-003770,South Africa,Health,Tied Advisor,2026-04-28,1,Switched provider
POL-003773,Namibia,Life,Tied Advisor,2023-09-23,1,Affordability
POL-003775,South Africa,Funeral,Bancassurance,2024-09-02,1,Switched provider
POL-003779,Namibia,Funeral,Bancassurance,2023-06-05,1,Non-payment
POL-003795,Botswana,Funeral,Direct Digital,2026-06-20,1,Non-payment
POL-003803,South Africa,Life,Tied Advisor,2024-04-07,1,Affordability
POL-003807,Botswana,Funeral,Independent Broker,2026-06-20,1,Affordability
POL-003821,South Africa,Funeral,Direct Digital,2023-07-26,1,Non-payment
POL-003827,Botswana,Health,Tied Advisor,2026-06-20,1,Switched provider
POL-003834,Lesotho,Health,Direct Digital,2026-06-20,1,Dissatisfaction
POL-003847,Lesotho,Life,Independent Broker,2025-01-06,1,Dissatisfaction
POL-003851,Namibia,Funeral,Tied Advisor,2024-07-16,1,Affordability
POL-003855,South Africa,Life,Tied Advisor,2026-03-11,1,Non-payment
POL-003869,South Africa,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-003875,Lesotho,Life,Bancassurance,2024-01-19,1,Affordability
POL-003882,Lesotho,Life,Tied Advisor,2024-10-22,1,Non-payment
POL-003903,Lesotho,Life,Independent Broker,2023-12-09,1,Affordability
POL-003907,South Africa,Funeral,Independent Broker,2026-06-20,1,Dissatisfaction
POL-003919,South Africa,Funeral,Bancassurance,2025-10-17,1,Switched provider
POL-003925,South Africa,Health,Independent Broker,2025-02-10,1,Switched provider
POL-003935,Botswana,Funeral,Direct Digital,2023-10-24,1,Affordability
POL-003936,Botswana,Health,Tied Advisor,2024-07-12,1,Non-payment
POL-003946,South Africa,Funeral,Tied Advisor,2025-02-22,1,Dissatisfaction
POL-003949,South Africa,Life,Independent Broker,2024-07-26,1,Dissatisfaction
POL-003952,South Africa,Funeral,Direct Digital,2025-04-10,1,Affordability
POL-003957,Namibia,Health,Bancassurance,2026-06-20,1,Non-payment
POL-003961,Namibia,Health,Independent Broker,2024-11-13,1,Non-payment
POL-003967,South Africa,Funeral,Bancassurance,2024-04-12,1,Switched provider
POL-003968,South Africa,Funeral,Independent Broker,2026-06-20,1,Switched provider
POL-003969,South Africa,Health,Tied Advisor,2025-05-20,1,Dissatisfaction
POL-003972,Botswana,Funeral,Direct Digital,2025-04-03,1,Affordability
POL-003974,South Africa,Life,Tied Advisor,2022-08-09,1,Non-payment
POL-003992,Namibia,Health,Independent Broker,2024-08-17,1,Switched provider
POL-003996,South Africa,Funeral,Bancassurance,2025-11-02,1,Affordability
POL-003998,Namibia,Health,Direct Digital,2026-06-20,1,Switched provider
POL-004005,Botswana,Funeral,Independent Broker,2023-03-04,1,Affordability
POL-004015,South Africa,Life,Direct Digital,2023-10-14,1,Other
POL-004020,South Africa,Health,Independent Broker,2026-06-20,1,Other
POL-004026,Botswana,Funeral,Tied Advisor,2024-12-26,1,Other
POL-004029,Botswana,Life,Bancassurance,2024-02-20,1,Non-payment
POL-004030,South Africa,Funeral,Tied Advisor,2026-01-29,1,Switched provider
POL-004039,South Africa,Life,Independent Broker,2025-01-20,1,Non-payment
POL-004046,South Africa,Funeral,Independent Broker,2024-05-06,1,Affordability
POL-004049,Botswana,Life,Tied Advisor,2025-04-02,1,Non-payment
POL-004051,Lesotho,Funeral,Independent Broker,2024-03-31,1,Switched provider
POL-004052,Lesotho,Funeral,Independent Broker,2025-02-23,1,Affordability
POL-004056,South Africa,Funeral,Independent Broker,2024-12-29,1,Non-payment
POL-004058,Botswana,Health,Bancassurance,2026-06-20,1,Non-payment
POL-004064,South Africa,Life,Tied Advisor,2025-05-08,1,Switched provider
POL-004068,South Africa,Life,Direct Digital,2026-06-20,1,Affordability
POL-004074,South Africa,Health,Tied Advisor,2026-02-23,1,Affordability
POL-004075,Namibia,Life,Tied Advisor,2026-06-20,1,Affordability
POL-004081,Lesotho,Funeral,Direct Digital,2026-06-20,1,Non-payment
POL-004095,South Africa,Investment,Independent Broker,2024-09-21,1,Non-payment
POL-004098,Lesotho,Investment,Tied Advisor,2024-09-27,1,Non-payment
POL-004104,Namibia,Funeral,Tied Advisor,2024-12-20,1,Non-payment
POL-004111,South Africa,Funeral,Tied Advisor,2023-05-15,1,Non-payment
POL-004114,South Africa,Life,Tied Advisor,2026-06-20,1,Affordability
POL-004118,Botswana,Funeral,Direct Digital,2024-10-24,1,Affordability
POL-004127,South Africa,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-004129,South Africa,Investment,Tied Advisor,2025-07-26,1,Other
POL-004144,South Africa,Health,Independent Broker,2026-01-17,1,Non-payment
POL-004148,South Africa,Funeral,Bancassurance,2026-06-20,1,Non-payment
POL-004150,Lesotho,Health,Tied Advisor,2026-03-19,1,Switched provider
POL-004152,Namibia,Health,Tied Advisor,2026-06-20,1,Non-payment
POL-004156,South Africa,Health,Independent Broker,2025-05-07,1,Affordability
POL-004157,South Africa,Life,Direct Digital,2026-06-20,1,Non-payment
POL-004165,South Africa,Funeral,Tied Advisor,2023-09-11,1,Affordability
POL-004171,South Africa,Life,Independent Broker,2023-03-16,1,Switched provider
POL-004179,Botswana,Life,Tied Advisor,2023-11-22,1,Other
POL-004184,Namibia,Health,Independent Broker,2026-06-14,1,Affordability
POL-004185,South Africa,Life,Tied Advisor,2025-11-22,1,Non-payment
POL-004186,South Africa,Life,Independent Broker,2023-02-26,1,Affordability
POL-004187,Botswana,Funeral,Independent Broker,2024-05-25,1,Affordability
POL-004190,Botswana,Funeral,Bancassurance,2026-04-12,1,Affordability
POL-004193,South Africa,Investment,Independent Broker,2026-06-20,1,Affordability
POL-004197,South Africa,Funeral,Tied Advisor,2025-02-18,1,Dissatisfaction
POL-004209,South Africa,Health,Direct Digital,2026-06-20,1,Non-payment
POL-004212,South Africa,Life,Bancassurance,2025-07-04,1,Dissatisfaction
POL-004220,South Africa,Funeral,Bancassurance,2022-07-15,1,Other
POL-004225,South Africa,Funeral,Tied Advisor,2023-10-30,1,Switched provider
POL-004231,South Africa,Funeral,Independent Broker,2026-06-20,1,Affordability
POL-004233,South Africa,Health,Tied Advisor,2026-06-10,1,Non-payment
POL-004243,South Africa,Funeral,Tied Advisor,2026-06-20,1,Other
POL-004257,South Africa,Funeral,Tied Advisor,2025-06-17,1,Other
POL-004266,South Africa,Funeral,Bancassurance,2025-05-16,1,Dissatisfaction
POL-004279,Namibia,Funeral,Tied Advisor,2025-10-23,1,Affordability
POL-004286,South Africa,Funeral,Bancassurance,2026-06-20,1,Non-payment
POL-004287,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-004316,South Africa,Life,Tied Advisor,2023-03-20,1,Affordability
POL-004324,Botswana,Health,Bancassurance,2023-10-28,1,Affordability
POL-004326,Namibia,Health,Tied Advisor,2025-06-08,1,Dissatisfaction
POL-004339,South Africa,Life,Tied Advisor,2024-04-28,1,Dissatisfaction
POL-004340,Botswana,Health,Tied Advisor,2025-10-02,1,Non-payment
POL-004342,South Africa,Funeral,Independent Broker,2025-07-12,1,Other
POL-004347,Botswana,Investment,Tied Advisor,2022-06-09,1,Dissatisfaction
POL-004361,South Africa,Health,Direct Digital,2026-04-25,1,Non-payment
POL-004364,Lesotho,Life,Independent Broker,2023-01-20,1,Switched provider
POL-004376,South Africa,Funeral,Bancassurance,2025-06-15,1,Affordability
POL-004385,South Africa,Funeral,Tied Advisor,2024-10-18,1,Non-payment
POL-004386,South Africa,Life,Direct Digital,2026-06-20,1,Affordability
POL-004391,Botswana,Funeral,Tied Advisor,2025-12-21,1,Switched provider
POL-004398,South Africa,Funeral,Tied Advisor,2023-05-11,1,Affordability
POL-004403,Botswana,Investment,Tied Advisor,2026-06-20,1,Affordability
POL-004408,Botswana,Life,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-004410,South Africa,Investment,Bancassurance,2026-06-20,1,Other
POL-004417,South Africa,Life,Tied Advisor,2023-05-29,1,Switched provider
POL-004420,Botswana,Funeral,Direct Digital,2025-02-13,1,Affordability
POL-004421,South Africa,Funeral,Independent Broker,2024-07-01,1,Other
POL-004423,South Africa,Investment,Tied Advisor,2024-10-22,1,Affordability
POL-004427,Botswana,Funeral,Independent Broker,2025-10-21,1,Affordability
POL-004429,South Africa,Life,Direct Digital,2025-10-06,1,Affordability
POL-004438,South Africa,Life,Bancassurance,2026-06-20,1,Affordability
POL-004449,South Africa,Funeral,Tied Advisor,2023-11-08,1,Non-payment
POL-004450,South Africa,Health,Independent Broker,2025-03-27,1,Dissatisfaction
POL-004455,South Africa,Investment,Tied Advisor,2022-04-25,1,Non-payment
POL-004460,Lesotho,Life,Bancassurance,2026-06-20,1,Non-payment
POL-004464,Lesotho,Investment,Independent Broker,2026-02-22,1,Dissatisfaction
POL-004466,South Africa,Health,Tied Advisor,2025-05-05,1,Switched provider
POL-004474,South Africa,Health,Independent Broker,2024-02-28,1,Affordability
POL-004479,Botswana,Health,Independent Broker,2022-11-28,1,Non-payment
POL-004503,South Africa,Investment,Tied Advisor,2026-06-20,1,Switched provider
POL-004517,Lesotho,Investment,Direct Digital,2025-03-12,1,Affordability
POL-004520,Botswana,Life,Independent Broker,2026-06-20,1,Affordability
POL-004525,Botswana,Health,Direct Digital,2024-06-04,1,Affordability
